Ware_house_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,is_unrated_warehouse,wh_est_year_missing
WH_101937,Rural,Large,West,Zone 5,0,0,4,5708,Company Owned,62,0,0,1,178,29,2009,12,0,B+,3,14,15137,0,1
WH_101938,Rural,Mid,South,Zone 3,5,1,3,4918,Rented,38,0,0,1,145,29,2010,18,0,C,2,27,23151,0,0
WH_101939,Rural,Mid,West,Zone 4,3,1,3,3509,Rented,20,0,0,1,250,31,2017,8,1,B,5,11,10084,0,0
WH_101940,Rural,Mid,West,Zone 4,8,0,6,4550,Rented,28,0,0,0,192,32,2020,4,0,B+,3,26,5085,0,0
WH_101941,Rural,Mid,South,Zone 3,5,4,2,5985,Rented,70,0,0,1,248,33,2009,25,0,A,4,27,31056,0,1
WH_101942,Rural,Large,North,Zone 6,2,0,2,6017,Company Owned,57,1,1,1,94,45,2009,19,0,B+,5,23,21088,0,1
WH_101943,Rural,Mid,North,Zone 3,1,0,3,4812,Company Owned,38,0,0,1,138,25,2009,25,0,B+,6,27,29055,0,1
WH_101944,Rural,Mid,North,Zone 3,3,0,4,4934,Company Owned,39,0,0,1,199,30,2003,20,1,B+,6,27,24100,0,0
WH_101945,Rural,Mid,West,Zone 4,1,4,4,5360,Company Owned,60,1,1,1,179,30,2009,24,0,A,4,11,30086,0,1
WH_101946,Rural,Large,North,Zone 6,0,0,2,4553,Rented,15,0,0,0,145,19,2009,11,0,A+,5,29,14131,0,1
WH_101947,Rural,Small,North,Zone 1,2,0,2,6236,Company Owned,67,0,0,1,167,31,2009,18,1,A,6,21,26127,0,1
WH_101948,Rural,Mid,South,Zone 2,4,0,1,5939,Rented,41,0,0,1,59,36,2019,5,1,B,3,22,6081,0,0
WH_101949,Rural,Large,North,Zone 5,2,1,2,5206,Company Owned,69,1,0,0,238,20,2009,11,0,A,3,17,14086,0,1
WH_101950,Rural,Large,North,Zone 6,0,2,4,4939,Company Owned,29,0,0,0,267,19,2009,5,0,B+,5,28,6129,0,1
WH_101951,Rural,Large,North,Zone 5,7,0,3,6171,Company Owned,25,0,0,1,124,39,2000,27,0,A,5,17,36093,0,0
WH_101952,Rural,Large,North,Zone 6,0,1,2,5736,Company Owned,67,0,0,0,179,39,2009,31,0,A+,4,28,41149,0,1
WH_101953,Rural,Mid,North,Zone 4,4,1,3,5015,Company Owned,42,0,0,1,222,34,2009,27,0,B,4,26,31059,0,1
WH_101954,Rural,Large,North,Zone 6,3,1,3,3852,Company Owned,56,0,0,1,60,43,2009,11,1,A+,1,29,15126,0,1
WH_101955,Rural,Mid,South,Zone 4,4,0,4,4989,Company Owned,63,0,0,0,97,26,2011,22,0,B+,6,26,27107,0,0
WH_101956,Rural,Mid,West,Zone 4,6,0,2,5284,Rented,28,0,0,0,220,18,2016,20,0,B+,5,11,25085,0,0
WH_101957,Urban,Large,South,Zone 5,7,0,2,5304,Rented,18,0,0,0,81,17,2008,15,1,B,4,14,19139,0,0
WH_101958,Rural,Mid,West,Zone 3,6,0,4,4170,Rented,41,0,0,0,91,24,2014,12,0,C,4,19,15112,0,0
WH_101959,Rural,Mid,West,Zone 4,4,0,4,6315,Company Owned,58,0,0,0,248,28,2006,17,0,B,6,26,19131,0,0
WH_101960,Rural,Mid,South,Zone 4,1,1,3,5249,Rented,56,0,0,1,109,22,2009,39,0,A+,5,26,51141,0,1
WH_101961,Rural,Large,North,Zone 6,8,2,4,5706,Company Owned,39,1,0,1,156,32,2009,11,0,B,5,28,13107,0,1
WH_101962,Rural,Small,North,Zone 6,7,2,4,3164,Rented,65,0,0,1,81,32,2009,26,1,A+,5,9,34129,0,1
WH_101963,Rural,Small,South,Zone 6,6,0,4,3989,Company Owned,18,0,0,1,223,45,2008,21,0,A,2,9,28058,0,0
WH_101964,Rural,Mid,West,Zone 4,2,0,4,5359,Company Owned,36,0,1,1,101,29,2009,8,0,C,2,11,10131,0,1
WH_101965,Rural,Mid,North,Zone 3,8,0,2,5223,Rented,33,0,0,1,104,33,2015,20,0,B,1,27,25116,0,0
WH_101966,Rural,Small,West,Zone 6,6,0,3,5332,Company Owned,52,0,0,1,73,33,2009,5,1,B+,3,15,7086,0,1
WH_101967,Rural,Mid,North,Zone 3,6,1,3,5088,Company Owned,46,0,0,1,60,39,2018,6,1,B+,2,27,7132,0,0
WH_101968,Rural,Small,South,Zone 6,4,0,3,5652,Company Owned,43,0,0,0,70,24,2008,22,1,A+,2,2,28111,0,0
WH_101969,Rural,Large,West,Zone 5,7,2,3,4280,Company Owned,18,0,0,1,270,38,2009,21,0,B,3,5,25061,0,0
WH_101970,Rural,Mid,North,Zone 4,7,3,4,4129,Company Owned,45,0,0,1,84,34,2009,24,1,B+,4,26,29073,0,1
WH_101971,Rural,Small,North,Zone 6,1,2,2,5148,Rented,66,0,0,0,73,19,2009,27,0,A,2,13,34082,0,1
WH_101972,Rural,Small,South,Zone 1,3,0,1,4201,Rented,50,0,0,1,70,28,2017,13,1,A+,5,21,18070,0,0
WH_101973,Rural,Mid,North,Zone 4,0,0,3,3845,Rented,31,0,0,1,123,30,2009,21,0,B,4,26,26056,0,1
WH_101974,Rural,Large,South,Zone 5,5,0,3,3666,Company Owned,40,1,0,1,95,30,2008,15,0,B,4,14,18123,0,0
WH_101975,Urban,Large,West,Zone 6,8,1,4,6212,Company Owned,70,0,0,1,184,31,2009,19,0,C,5,23,24131,0,0
WH_101976,Rural,Mid,South,Zone 2,7,1,2,5013,Rented,41,0,0,1,104,29,2009,27,0,B+,6,12,31098,0,1
WH_101977,Urban,Large,West,Zone 6,4,0,4,4728,Company Owned,57,0,1,1,123,29,2007,19,0,C,2,23,24076,0,0
WH_101978,Rural,Mid,South,Zone 2,0,5,1,5680,Rented,15,0,0,1,121,31,2009,25,0,A+,6,32,31071,0,1
WH_101979,Rural,Mid,South,Zone 4,2,1,6,3692,Rented,49,0,0,0,192,14,2009,4,0,C,2,26,5063,0,1
WH_101980,Rural,Mid,East,Zone 3,1,3,5,3972,Rented,63,0,0,0,219,31,2009,14,0,B,4,27,16060,0,1
WH_101981,Rural,Mid,South,Zone 4,3,0,2,4686,Rented,41,0,0,0,271,17,2014,14,0,B+,3,20,18086,0,0
WH_101982,Rural,Mid,South,Zone 2,0,0,2,5349,Company Owned,45,0,0,1,133,43,2009,18,0,B,5,32,21132,0,1
WH_101983,Rural,Large,North,Zone 5,5,0,2,5181,Company Owned,52,0,0,1,89,24,2007,19,0,A,6,14,25120,0,0
WH_101984,Rural,Small,West,Zone 1,6,2,4,4193,Company Owned,66,0,0,0,260,27,2017,10,0,B,4,30,13067,0,0
WH_101985,Rural,Small,North,Zone 1,5,0,3,4301,Company Owned,67,0,0,1,109,35,2008,19,0,A,6,21,24113,0,0
WH_101986,Rural,Mid,South,Zone 4,7,1,3,3922,Company Owned,26,0,0,0,111,23,2006,21,0,B+,5,26,25136,0,0
WH_101987,Rural,Large,South,Zone 6,8,0,1,5015,Company Owned,54,0,0,1,172,30,2003,31,0,B,2,29,39093,0,0
WH_101988,Rural,Mid,South,Zone 2,1,1,2,4815,Company Owned,32,0,0,1,169,32,2009,10,0,C,2,22,13084,0,1
WH_101989,Rural,Large,North,Zone 5,1,3,2,7836,Company Owned,29,0,0,1,72,23,2009,24,0,A+,3,14,30112,0,1
WH_101990,Rural,Large,North,Zone 6,5,4,2,5282,Rented,31,0,0,0,82,27,2006,25,0,A,6,23,31058,0,0
WH_101991,Rural,Mid,West,Zone 4,2,3,1,7132,Rented,39,1,0,1,215,42,2009,27,0,A+,3,26,34118,0,1
WH_101992,Rural,Large,North,Zone 5,4,0,3,5687,Rented,59,0,0,0,219,25,2004,25,0,B,3,24,29109,0,0
WH_101993,Urban,Mid,South,Zone 4,1,0,4,3795,Company Owned,61,0,1,1,270,28,2009,14,1,B+,2,26,17074,0,1
WH_101994,Rural,Mid,South,Zone 2,1,2,3,7204,Company Owned,69,1,0,1,207,29,2009,24,0,C,2,32,30071,0,1
WH_101995,Rural,Large,West,Zone 5,5,3,4,4204,Rented,39,0,0,0,232,21,2019,6,0,B+,3,10,7110,0,0
WH_101996,Rural,Mid,North,Zone 3,4,0,4,5420,Company Owned,16,0,0,0,87,28,2014,12,0,B+,5,27,14094,0,0
WH_101997,Rural,Small,North,Zone 6,5,1,4,4269,Company Owned,15,0,0,1,65,36,2009,6,0,B+,6,13,7111,0,1
WH_101998,Rural,Large,North,Zone 5,4,1,4,5270,Rented,35,0,0,1,260,27,2018,6,0,B,4,25,7106,0,0
WH_101999,Rural,Large,North,Zone 5,5,1,3,3861,Company Owned,43,0,0,1,98,34,2009,4,1,C,2,17,5086,0,1
WH_102000,Rural,Mid,West,Zone 4,1,0,4,5012,Company Owned,69,0,0,1,227,38,2009,19,1,C,4,11,27086,0,1
WH_102001,Rural,Large,South,Zone 5,3,0,4,4601,Company Owned,32,0,0,0,100,22,2022,0,0,Unrated,0,25,6104,1,0
WH_102002,Rural,Large,North,Zone 6,7,0,2,5371,Company Owned,21,0,0,1,263,31,2018,12,1,C,4,23,17122,0,0
WH_102003,Rural,Large,West,Zone 6,6,3,3,5602,Company Owned,60,0,0,1,256,27,2009,27,0,A,5,23,34133,0,1
WH_102004,Rural,Mid,West,Zone 2,5,1,4,4030,Rented,51,0,0,0,179,21,1998,30,1,A+,3,18,40123,0,0
WH_102005,Rural,Large,North,Zone 6,6,0,4,4330,Company Owned,34,0,0,1,239,25,2000,27,1,A,3,6,35100,0,0
WH_102006,Rural,Large,North,Zone 6,8,3,2,5151,Company Owned,70,0,0,0,116,45,2009,20,0,A,3,28,25088,0,0
WH_102007,Rural,Large,South,Zone 6,3,0,2,4836,Rented,69,0,0,0,187,30,2010,15,1,A+,4,23,21132,0,0
WH_102008,Rural,Large,North,Zone 6,0,0,3,4550,Rented,48,0,0,0,102,40,2009,29,0,A,4,28,40077,0,1
WH_102009,Rural,Mid,South,Zone 4,7,0,4,4585,Company Owned,57,0,0,1,198,36,2016,14,0,A,3,20,20122,0,0
WH_102010,Rural,Small,North,Zone 1,3,0,4,5654,Company Owned,23,0,0,1,91,33,2019,7,0,B,1,31,9139,0,0
WH_102011,Rural,Large,South,Zone 6,3,0,2,4278,Company Owned,43,0,0,0,242,28,2006,16,0,A,4,29,22098,0,0
WH_102012,Urban,Large,North,Zone 6,3,1,2,3678,Company Owned,15,0,0,1,247,47,1997,28,1,B+,4,28,34138,0,0
WH_102013,Rural,Small,North,Zone 6,8,3,5,4136,Company Owned,54,0,0,1,110,35,2015,15,0,B+,3,13,18125,0,0
WH_102014,Urban,Small,North,Zone 1,6,0,2,4700,Rented,42,0,0,0,237,32,2006,26,0,B,5,30,33136,0,0
WH_102015,Rural,Small,South,Zone 1,5,1,2,4689,Company Owned,16,0,0,1,124,30,2016,9,0,C,2,21,12056,0,0
WH_102016,Rural,Small,West,Zone 1,4,1,3,4464,Rented,22,0,0,0,249,24,2009,13,0,B+,5,30,15091,0,1
WH_102017,Rural,Small,South,Zone 1,1,0,3,5105,Company Owned,35,0,0,1,170,39,2009,0,0,Unrated,0,21,3149,1,1
WH_102018,Rural,Small,West,Zone 1,4,1,4,4124,Company Owned,16,0,1,1,133,42,2016,8,0,C,5,3,11120,0,0
WH_102019,Rural,Large,North,Zone 6,6,0,4,4104,Rented,52,0,0,1,253,29,2018,11,0,A,3,6,14144,0,0
WH_102020,Rural,Mid,North,Zone 2,3,1,3,5150,Company Owned,53,0,0,1,222,24,2001,33,0,A,6,12,42071,0,0
WH_102021,Rural,Mid,South,Zone 3,8,0,2,4539,Rented,37,0,0,1,131,40,2009,20,0,C,4,27,25124,0,1
WH_102022,Rural,Large,North,Zone 5,6,2,2,5802,Rented,43,0,0,1,257,30,2009,20,1,B,5,17,24060,0,1
WH_102023,Rural,Mid,West,Zone 3,2,0,2,4059,Rented,38,0,0,1,182,42,2009,15,0,B,5,19,18150,0,1
WH_102024,Rural,Small,South,Zone 6,3,4,3,5734,Rented,56,0,0,1,89,21,2001,25,1,B,4,2,31134,0,0
WH_102025,Rural,Mid,South,Zone 3,3,2,3,5109,Company Owned,69,0,0,0,80,33,2009,5,1,A+,2,27,7139,0,1
WH_102026,Rural,Mid,East,Zone 3,8,0,5,5038,Rented,64,0,0,0,213,24,2002,27,1,A+,4,27,38070,0,0
WH_102027,Rural,Mid,North,Zone 4,8,3,2,5974,Company Owned,23,0,0,0,228,24,2009,5,1,B+,5,26,6058,0,1
WH_102028,Rural,Mid,South,Zone 2,7,0,1,5696,Company Owned,43,1,0,1,204,57,2012,20,0,C,3,32,25097,0,0
WH_102029,Rural,Mid,North,Zone 3,0,0,2,7059,Rented,26,0,1,0,128,31,2009,22,0,B+,6,27,27101,0,1
WH_102030,Rural,Large,South,Zone 5,2,0,2,4032,Company Owned,68,0,0,1,208,30,2009,21,1,B+,6,10,27061,0,1
WH_102031,Rural,Mid,West,Zone 4,5,0,7,5774,Company Owned,33,0,0,1,195,23,2010,19,0,B+,4,11,24066,0,0
WH_102032,Rural,Large,West,Zone 6,0,4,4,4314,Company Owned,50,0,0,1,114,25,2009,5,0,C,2,23,7113,0,1
WH_102033,Rural,Mid,South,Zone 2,1,0,4,4904,Company Owned,43,0,0,0,184,24,2009,5,0,B,3,32,6067,0,1
WH_102034,Rural,Large,West,Zone 6,8,0,4,4294,Rented,43,0,0,0,135,17,2009,14,1,C,2,23,18138,0,1
WH_102035,Rural,Mid,North,Zone 4,6,1,4,4058,Rented,30,1,0,1,188,41,2007,31,0,B+,5,26,38120,0,0
WH_102036,Rural,Mid,South,Zone 4,5,0,2,5874,Rented,55,0,0,1,61,32,2015,17,0,C,5,26,23148,0,0
WH_102037,Rural,Large,South,Zone 5,0,3,2,6284,Rented,24,0,0,0,230,16,2009,4,0,C,2,14,5059,0,1
WH_102038,Rural,Mid,North,Zone 2,4,1,2,5235,Company Owned,49,0,0,0,190,23,2009,18,0,B+,3,1,21100,0,1
WH_102039,Rural,Mid,West,Zone 4,0,1,4,5549,Rented,57,0,0,1,165,23,2009,15,0,B+,5,26,18104,0,1
WH_102040,Rural,Mid,West,Zone 2,7,0,5,4107,Rented,42,0,0,0,113,18,2021,5,0,C,1,18,7108,0,0
WH_102041,Rural,Small,North,Zone 1,7,0,4,3235,Rented,40,0,0,0,140,23,2008,15,0,B+,6,3,18118,0,0
WH_102042,Rural,Large,South,Zone 6,1,1,2,4032,Rented,15,0,0,0,264,25,2009,17,0,B+,3,29,21065,0,1
WH_102043,Rural,Small,South,Zone 1,1,0,2,7218,Company Owned,45,0,0,1,259,44,2009,5,0,B,3,21,5118,0,1
WH_102044,Rural,Mid,West,Zone 4,6,1,4,4732,Company Owned,18,1,0,1,108,51,1996,29,0,B+,6,26,35107,0,0
WH_102045,Rural,Large,North,Zone 6,8,2,2,5219,Rented,67,0,0,0,111,26,2001,16,0,C,3,23,22147,0,0
WH_102046,Rural,Mid,West,Zone 2,5,1,2,4691,Rented,45,0,0,0,105,18,2015,9,0,C,3,1,12065,0,0
WH_102047,Rural,Large,West,Zone 5,1,0,3,4322,Company Owned,36,0,0,1,230,33,2009,26,1,A+,6,10,37113,0,1
WH_102048,Rural,Large,North,Zone 6,0,5,3,4698,Company Owned,44,0,0,1,126,38,2009,0,0,Unrated,0,6,3121,1,1
WH_102049,Rural,Mid,North,Zone 3,0,1,3,4916,Company Owned,29,0,0,1,90,23,2009,13,0,B,6,27,15137,0,1
WH_102050,Rural,Large,North,Zone 5,1,1,3,6287,Rented,65,0,0,0,120,19,2009,25,0,C,3,24,33071,0,1
WH_102051,Rural,Large,North,Zone 6,4,1,2,6714,Company Owned,43,0,0,0,171,31,2005,15,0,A,3,28,19151,0,0
WH_102052,Rural,Small,West,Zone 6,5,3,4,5246,Rented,32,0,0,1,194,28,2009,19,1,C,4,15,24143,0,1
WH_102053,Rural,Large,North,Zone 6,3,0,2,5111,Company Owned,39,0,0,0,63,21,2021,0,0,Unrated,0,23,12110,1,0
WH_102054,Rural,Large,South,Zone 5,5,0,3,3834,Company Owned,38,0,0,1,194,22,2000,31,1,A+,5,10,42143,0,0
WH_102055,Rural,Mid,South,Zone 3,8,5,4,4395,Company Owned,69,0,0,1,216,22,2009,14,0,C,1,19,17147,0,1
WH_102056,Rural,Large,North,Zone 5,7,0,4,3573,Company Owned,56,0,0,0,227,24,2013,20,0,C,5,14,26103,0,0
WH_102057,Rural,Large,West,Zone 5,3,1,3,6722,Company Owned,60,0,0,0,80,31,2001,14,0,C,3,14,17118,0,0
WH_102058,Rural,Large,North,Zone 6,2,0,2,4913,Company Owned,22,0,0,1,258,33,2009,22,0,B+,2,29,26104,0,1
WH_102059,Rural,Small,South,Zone 6,7,0,3,5961,Rented,23,1,0,1,63,41,2009,18,1,A,6,9,25064,0,0
WH_102060,Rural,Mid,North,Zone 2,5,0,2,4521,Rented,45,0,0,0,103,18,2016,13,0,B,2,22,14126,0,0
WH_102061,Rural,Mid,South,Zone 4,5,3,2,3838,Company Owned,49,0,0,1,145,29,2022,6,0,C,3,20,7144,0,0
WH_102062,Rural,Mid,North,Zone 4,6,0,2,5184,Rented,41,0,0,1,183,33,2007,21,0,B,3,26,25091,0,0
WH_102063,Rural,Large,North,Zone 6,5,1,2,5034,Rented,57,0,0,0,172,17,2007,19,1,A+,3,28,25079,0,0
WH_102064,Rural,Mid,North,Zone 3,5,4,5,4547,Rented,45,0,0,0,170,24,2002,26,1,A,3,27,33063,0,0
WH_102065,Rural,Mid,North,Zone 3,5,0,2,5029,Company Owned,64,0,0,1,229,31,2012,9,1,B,5,27,11116,0,0
WH_102066,Rural,Small,West,Zone 1,7,0,7,4206,Rented,46,0,0,0,240,20,2003,35,1,C,6,30,50116,0,0
WH_102067,Rural,Mid,West,Zone 3,7,1,4,4338,Rented,36,0,0,1,62,28,2015,19,0,B+,3,27,23107,0,0
WH_102068,Rural,Large,West,Zone 5,8,0,4,4765,Rented,59,0,0,0,183,34,2004,26,1,A,6,14,36078,0,0
WH_102069,Rural,Large,South,Zone 5,0,1,4,5587,Company Owned,18,0,0,0,126,28,2009,15,0,B+,4,14,17139,0,1
WH_102070,Rural,Small,North,Zone 6,3,0,2,5535,Company Owned,22,0,0,1,95,33,2009,27,0,A,5,8,33127,0,1
WH_102071,Rural,Large,West,Zone 6,5,2,5,3389,Rented,44,0,0,1,141,31,2001,26,0,C,4,6,34066,0,0
WH_102072,Rural,Mid,West,Zone 4,3,2,3,7496,Rented,35,0,0,1,244,27,2009,13,1,A+,3,26,17120,0,1
WH_102073,Rural,Large,South,Zone 5,0,0,2,5061,Rented,62,0,1,1,83,30,2009,0,0,Unrated,0,25,4058,1,1
WH_102074,Rural,Small,West,Zone 6,4,0,3,3989,Rented,64,0,0,1,202,31,1998,24,0,B+,4,9,28105,0,0
WH_102075,Rural,Mid,West,Zone 4,0,0,3,6046,Rented,29,0,0,0,187,24,2009,9,0,A,4,26,11101,0,1
WH_102076,Urban,Mid,West,Zone 3,7,3,5,5021,Rented,47,0,0,0,65,17,2009,11,0,A,6,19,14151,0,1
WH_102077,Rural,Large,South,Zone 5,4,2,2,4847,Company Owned,43,0,0,1,106,24,2009,18,1,B+,5,25,21123,0,1
WH_102078,Rural,Mid,South,Zone 2,5,2,2,5708,Rented,35,0,0,1,224,24,2009,6,0,A,2,32,8075,0,1
WH_102079,Rural,Mid,South,Zone 3,0,1,3,4227,Rented,64,0,0,0,72,24,2009,15,0,A,3,19,18149,0,1
WH_102080,Rural,Small,West,Zone 6,7,0,6,4596,Company Owned,56,0,0,0,197,20,2010,19,1,A+,2,9,24080,0,0
WH_102081,Rural,Large,West,Zone 6,8,0,3,6831,Company Owned,62,0,0,1,160,40,2010,18,0,C,6,6,23079,0,0
WH_102082,Rural,Small,West,Zone 1,8,0,5,5216,Rented,20,0,0,0,210,18,2014,12,0,C,4,30,15069,0,0
WH_102083,Rural,Mid,West,Zone 4,1,0,5,3700,Company Owned,60,0,0,0,77,20,2009,17,1,B,5,26,23102,0,1
WH_102084,Rural,Mid,North,Zone 2,1,0,3,4557,Rented,38,0,0,1,250,28,2009,24,1,A+,5,22,30072,0,1
WH_102085,Rural,Small,West,Zone 1,7,0,4,6219,Company Owned,45,0,0,1,109,27,2009,15,0,A,6,30,19061,0,1
WH_102086,Rural,Small,West,Zone 6,7,0,2,4258,Company Owned,63,0,0,1,89,23,2019,6,0,B+,4,9,7136,0,0
WH_102087,Urban,Large,North,Zone 6,5,1,3,3631,Rented,41,0,0,0,115,18,2000,23,1,A,5,23,31115,0,0
WH_102088,Rural,Large,West,Zone 6,7,0,3,7784,Rented,20,0,0,1,104,34,2006,23,0,B,3,23,28104,0,0
WH_102089,Rural,Large,North,Zone 6,2,1,4,5231,Company Owned,52,1,0,1,244,27,2009,6,0,C,1,6,8056,0,1
WH_102090,Urban,Large,South,Zone 5,8,0,3,4439,Rented,54,0,0,1,72,36,2020,4,1,C,3,14,6075,0,0
WH_102091,Rural,Mid,South,Zone 2,5,2,2,5395,Company Owned,44,0,0,1,205,31,2016,8,0,B,4,32,9120,0,0
WH_102092,Rural,Large,North,Zone 6,1,1,4,4367,Rented,53,0,0,0,60,22,2009,13,0,A+,6,23,17089,0,1
WH_102093,Rural,Mid,South,Zone 2,2,0,2,3952,Rented,52,0,0,1,168,38,2009,20,0,A+,2,32,25083,0,1
WH_102094,Rural,Mid,North,Zone 4,4,1,4,3932,Company Owned,40,0,0,1,217,32,2015,13,1,A+,6,26,18093,0,0
WH_102095,Rural,Large,North,Zone 6,2,0,4,4277,Company Owned,21,0,0,1,209,27,2009,28,0,A,3,23,37129,0,1
WH_102096,Rural,Large,North,Zone 5,1,3,3,4842,Company Owned,42,0,0,1,217,25,2009,14,0,A+,4,24,18080,0,1
WH_102097,Rural,Mid,South,Zone 2,1,0,2,5486,Company Owned,45,0,1,1,174,40,2009,7,0,A+,2,32,9061,0,1
WH_102098,Rural,Large,South,Zone 6,6,3,2,4913,Company Owned,46,0,0,1,114,28,2009,11,0,B+,5,29,13080,0,1
WH_102099,Rural,Large,West,Zone 6,1,1,4,5726,Rented,52,0,0,1,269,32,2009,18,0,B+,4,23,22055,0,1
WH_102100,Rural,Large,South,Zone 5,8,0,2,5311,Company Owned,16,1,0,1,231,28,1997,25,0,B,4,25,29074,0,0
WH_102101,Rural,Large,North,Zone 5,7,3,2,5022,Company Owned,49,0,0,1,61,39,2004,22,1,C,4,14,28121,0,0
WH_102102,Rural,Large,North,Zone 6,2,0,3,4778,Rented,58,0,0,1,198,37,2009,28,0,B,6,6,35079,0,1
WH_102103,Rural,Large,North,Zone 5,5,0,4,4393,Rented,29,0,0,0,157,23,2003,34,1,C,4,14,48069,0,0
WH_102104,Rural,Mid,North,Zone 2,7,0,3,3981,Rented,32,0,0,1,88,33,2000,27,0,A,2,12,35100,0,0
WH_102105,Rural,Large,North,Zone 5,0,1,3,4818,Company Owned,19,0,0,1,79,21,2009,31,0,B+,3,17,37100,0,1
WH_102106,Urban,Mid,West,Zone 2,2,0,4,4245,Rented,32,0,0,1,242,48,2009,11,1,B+,3,12,13080,0,1
WH_102107,Rural,Large,West,Zone 5,1,1,2,3612,Company Owned,15,0,0,0,75,49,2009,24,0,A,2,14,32077,0,1
WH_102108,Rural,Mid,West,Zone 4,7,0,4,5034,Company Owned,26,0,0,1,271,20,2016,6,0,B,6,26,7087,0,0
WH_102109,Rural,Large,North,Zone 5,1,0,2,6532,Company Owned,22,0,0,1,128,26,2009,9,0,B,3,24,12120,0,1
WH_102110,Rural,Large,West,Zone 5,2,0,4,5160,Company Owned,32,0,0,1,117,31,2009,10,0,B,1,14,11120,0,1
WH_102111,Rural,Small,West,Zone 6,2,2,2,5095,Company Owned,19,0,0,0,221,28,2009,11,0,A+,6,15,14097,0,1
WH_102112,Rural,Small,West,Zone 1,5,0,3,5494,Company Owned,35,0,0,1,75,49,2011,18,1,A+,2,21,23099,0,0
WH_102113,Rural,Mid,West,Zone 3,7,0,4,6633,Company Owned,60,0,0,1,242,28,2016,13,0,A,1,19,17081,0,0
WH_102114,Rural,Large,West,Zone 6,8,0,4,3760,Company Owned,57,0,0,1,255,28,2009,22,1,B+,2,6,26067,0,1
WH_102115,Rural,Large,South,Zone 5,0,1,2,3830,Rented,41,0,0,0,222,18,2009,25,0,C,2,10,32131,0,1
WH_102116,Rural,Large,West,Zone 6,7,0,4,4818,Company Owned,31,0,0,1,232,34,2014,11,0,A,6,23,13102,0,0
WH_102117,Urban,Small,North,Zone 6,1,0,3,3363,Rented,48,0,0,1,84,33,2009,17,0,B+,5,9,21119,0,1
WH_102118,Rural,Large,North,Zone 6,4,0,5,5069,Rented,48,0,0,1,186,33,1998,27,1,C,6,29,38113,0,0
WH_102119,Rural,Mid,South,Zone 2,8,4,3,4159,Rented,28,0,0,0,159,34,2000,25,0,B,4,32,29089,0,0
WH_102120,Urban,Large,West,Zone 6,3,3,5,4605,Rented,35,0,0,1,67,28,2009,22,1,A+,4,6,29087,0,1
WH_102121,Rural,Small,North,Zone 6,8,0,3,4298,Rented,36,0,0,1,172,24,2017,9,0,C,2,13,12099,0,0
WH_102122,Rural,Mid,West,Zone 4,1,0,4,4533,Company Owned,29,0,0,0,127,21,2009,25,0,A+,6,11,31123,0,1
WH_102123,Rural,Mid,West,Zone 4,5,2,2,6731,Rented,70,0,0,1,142,25,2009,5,0,C,1,11,7102,0,1
WH_102124,Rural,Large,North,Zone 6,6,0,3,3072,Company Owned,27,0,0,1,95,37,2009,26,0,C,4,28,32071,0,1
WH_102125,Rural,Small,West,Zone 6,0,0,4,4375,Rented,37,0,0,0,155,18,2009,9,0,A,5,8,13137,0,1
WH_102126,Rural,Large,North,Zone 6,4,0,5,4175,Rented,47,0,0,0,95,24,1997,24,1,A+,6,23,31062,0,0
WH_102127,Rural,Mid,North,Zone 2,8,0,2,4284,Company Owned,26,0,0,1,254,33,2019,5,0,B+,2,22,6117,0,0
WH_102128,Rural,Large,West,Zone 5,2,0,2,4369,Company Owned,15,0,0,1,109,32,2009,22,0,A+,6,14,29065,0,1
WH_102129,Rural,Large,North,Zone 6,4,2,6,6140,Company Owned,27,0,0,1,205,33,2014,13,0,B,2,23,16127,0,0
WH_102130,Rural,Large,North,Zone 6,5,0,4,3707,Company Owned,42,0,0,0,249,30,2009,19,1,A+,6,29,27134,0,0
WH_102131,Rural,Small,South,Zone 1,6,0,2,5860,Company Owned,35,0,0,1,153,48,1998,24,0,A,2,3,31080,0,0
WH_102132,Rural,Small,West,Zone 6,0,0,4,5301,Company Owned,65,0,0,1,258,23,2009,10,0,C,5,15,13101,0,1
WH_102133,Rural,Mid,West,Zone 4,2,0,4,4775,Company Owned,51,0,0,0,136,20,2009,20,0,B+,5,11,23126,0,1
WH_102134,Rural,Small,West,Zone 6,5,0,3,4974,Rented,54,0,0,0,55,28,2012,16,0,B,6,8,19145,0,0
WH_102135,Rural,Small,South,Zone 1,1,0,4,5264,Rented,32,0,0,0,110,29,2009,25,0,A,3,21,32087,0,1
WH_102136,Rural,Large,North,Zone 5,1,0,2,6667,Rented,53,0,0,0,102,19,2009,21,0,B+,3,24,25094,0,1
WH_102137,Rural,Mid,West,Zone 4,2,3,4,3623,Rented,22,0,0,0,233,24,2009,9,0,C,4,11,11130,0,1
WH_102138,Urban,Mid,West,Zone 3,7,1,2,5412,Company Owned,56,0,0,1,256,41,2009,6,0,C,3,19,8060,0,1
