Ware_house_ID,split,breakdown_risk,product_wg_ton,storage_issue_reported_l3m,num_refill_req_l3m,govt_check_l3m,transport_issue_l1y,wh_est_year,workers_num,dist_from_hub,Competitor_in_mkt,retail_shop_num,distributor_num,electric_supply,temp_reg_mach,flood_proof,flood_impacted,is_unrated_warehouse,wh_est_year_missing,certificate_grade,capacity_size,Location_type_Urban,wh_owner_type_Rented,zone_East,zone_South,zone_West,WH_regional_zone_Zone_1,WH_regional_zone_Zone_2,WH_regional_zone_Zone_3,WH_regional_zone_Zone_4,WH_regional_zone_Zone_5
WH_105364,train,High Risk,14145,11,0,10,0,2009,32,181,4,3813,21,1,0,1,1,0,1,3,3,0,0,0,0,1,0,0,0,0,1
WH_105365,train,High Risk,13072,10,1,29,0,2009,26,133,4,5178,26,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0
WH_105366,train,Not High Risk,27094,21,0,28,0,2009,34,235,3,4676,29,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
WH_105367,train,High Risk,14134,11,4,12,5,2009,23,163,4,3603,33,1,0,0,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0
WH_105368,train,High Risk,6113,5,7,25,1,2009,22,127,2,5022,23,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,1
WH_105369,train,High Risk,9151,8,1,1,1,2009,18,185,2,4407,22,0,0,0,0,0,1,3,2,0,1,0,0,0,0,1,0,0,0
WH_105370,train,High Risk,19141,15,4,12,0,2009,21,121,2,7053,34,0,1,0,0,0,1,4,2,1,1,0,0,0,0,1,0,0,0
WH_105371,train,High Risk,33084,27,4,26,0,1998,31,140,3,4125,43,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0
WH_105372,train,Not High Risk,20102,17,7,21,0,2007,22,103,4,4489,24,0,1,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0
WH_105373,train,Not High Risk,7123,6,6,25,1,2009,24,63,4,4738,47,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1
WH_105374,train,High Risk,40064,30,8,24,2,2005,30,75,5,6934,70,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,1
WH_105375,train,Not High Risk,25107,20,4,27,0,2008,30,152,3,6113,52,1,1,0,0,0,0,5,2,0,1,0,0,0,0,0,1,0,0
WH_105376,train,High Risk,25062,20,1,24,0,2009,25,132,4,3794,69,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1
WH_105377,test,High Risk,20057,16,6,9,3,2009,37,192,5,5975,51,1,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0
WH_105378,train,High Risk,40068,32,5,23,0,1997,16,142,3,3292,64,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0
WH_105379,train,High Risk,12068,9,0,1,0,2009,23,107,2,8472,49,1,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0
WH_105380,test,Not High Risk,17110,13,0,10,2,2009,43,146,3,3535,27,0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,1
WH_105381,train,Not High Risk,26079,21,3,26,0,2012,57,84,2,3024,43,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0
WH_105382,test,High Risk,16110,13,4,9,0,2009,34,111,2,6161,38,1,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0
WH_105383,train,Not High Risk,8079,7,5,26,2,2009,23,265,4,4497,67,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0
WH_105384,train,High Risk,21143,18,7,9,0,2009,19,210,6,3305,52,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
WH_105385,train,Not High Risk,26068,20,3,27,0,2012,33,237,6,4774,22,1,1,0,1,0,0,4,2,0,1,1,0,0,0,0,1,0,0
WH_105386,train,High Risk,40076,30,0,26,1,2009,30,114,4,3883,58,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0
WH_105387,train,High Risk,27091,22,3,26,0,2002,26,62,2,5257,58,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,0
WH_105388,train,Not High Risk,9131,8,5,11,0,2020,20,149,6,3414,38,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_105389,train,High Risk,25144,20,0,21,1,2009,32,59,2,4910,45,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
WH_105390,train,Not High Risk,20147,16,0,14,1,2009,26,228,4,6983,23,1,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1
WH_105391,train,Not High Risk,25137,17,7,19,0,2013,23,77,3,4718,46,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,1,0,0
WH_105392,train,High Risk,53061,39,8,10,0,2001,25,76,2,4944,48,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,1
WH_105393,train,Not High Risk,17099,14,1,30,4,2009,25,187,3,5889,50,1,0,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0
WH_105394,train,Not High Risk,26103,18,5,32,0,2017,34,151,2,5703,47,1,0,0,1,0,0,4,2,0,1,0,1,0,0,1,0,0,0
WH_105395,train,High Risk,31102,22,5,30,0,2007,18,98,5,4504,55,0,1,0,0,0,0,5,1,0,1,0,0,1,1,0,0,0,0
WH_105396,train,High Risk,28136,23,3,29,2,1998,27,144,3,5275,59,1,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0
WH_105397,train,Not High Risk,8135,6,7,10,1,2018,37,70,3,5184,66,1,1,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1
WH_105398,test,Not High Risk,31098,27,0,19,0,2009,30,242,2,2686,20,1,0,0,0,0,1,2,2,0,1,0,1,0,0,0,1,0,0
WH_105399,train,Not High Risk,8103,6,5,22,3,2009,35,170,4,3998,55,1,1,0,0,0,1,5,2,1,0,0,0,0,0,1,0,0,0
WH_105400,train,Not High Risk,24060,19,0,23,0,2009,38,112,4,4716,18,0,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,0
WH_105401,train,High Risk,42121,30,4,10,0,2003,33,131,4,3457,33,1,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,1
WH_105402,train,Not High Risk,5068,4,0,12,0,2009,17,137,3,4483,41,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0
WH_105403,train,Not High Risk,4146,4,8,19,0,2009,30,237,4,4757,64,1,0,0,1,0,1,3,2,0,1,0,0,1,0,0,1,0,0
WH_105404,train,High Risk,22136,15,3,11,0,2015,23,251,4,4729,15,1,1,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_105405,train,Not High Risk,9103,7,5,28,0,2018,30,108,2,5472,45,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105406,train,Not High Risk,21116,18,7,15,1,2011,23,84,6,6547,16,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0
WH_105407,test,High Risk,30070,25,3,6,0,2000,35,63,4,4307,26,1,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105408,train,High Risk,31113,24,7,6,2,2002,29,270,2,4581,66,1,1,0,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0
WH_105409,train,High Risk,12132,9,1,23,1,2009,17,151,2,8158,66,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0
WH_105410,train,High Risk,7151,6,3,7,0,2017,36,189,2,6138,44,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105411,train,Not High Risk,27090,23,8,19,0,2007,24,248,2,5242,31,1,1,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0
WH_105412,train,High Risk,12134,9,4,26,0,2015,37,149,4,3660,49,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1,0
WH_105413,train,Not High Risk,26091,21,5,26,0,2015,28,173,4,4988,30,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0
WH_105414,train,High Risk,6056,5,5,19,0,2018,27,230,2,4688,36,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0
WH_105415,train,High Risk,26113,20,4,3,1,2009,36,126,2,4538,49,1,1,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0
WH_105416,train,High Risk,21068,16,6,30,0,2011,29,131,3,6367,63,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
WH_105417,train,High Risk,16076,13,7,19,0,2013,31,247,4,4165,50,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0
WH_105418,train,High Risk,54106,38,4,25,0,2002,27,214,2,4379,69,1,1,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,1
WH_105419,train,High Risk,20114,16,4,8,3,2009,44,128,4,3799,16,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0
WH_105420,train,High Risk,12136,10,0,26,1,2009,35,262,2,5700,31,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0
WH_105421,train,Not High Risk,5071,4,1,23,0,2009,49,231,2,6001,29,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
WH_105422,train,Not High Risk,41077,33,6,26,0,2006,31,156,3,5253,15,1,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,1,0
WH_105423,train,Not High Risk,10090,9,8,26,1,2019,28,132,3,4302,65,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
WH_105424,train,High Risk,29137,24,4,6,0,2007,25,151,4,5996,65,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0
WH_105425,train,Not High Risk,6081,4,3,8,0,2021,31,86,4,4897,23,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
WH_105426,train,High Risk,16091,14,0,23,0,2009,25,78,2,4354,42,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
WH_105427,train,High Risk,35080,29,2,18,0,2009,25,93,2,5416,26,1,0,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0,0
WH_105428,train,High Risk,25094,20,0,26,0,2009,17,259,3,3251,15,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0
WH_105429,train,High Risk,19137,16,0,14,0,2009,26,163,4,4165,65,1,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,1
WH_105430,train,High Risk,14106,12,2,11,0,2009,17,220,3,3708,37,0,0,0,0,0,1,3,2,0,1,0,0,1,0,0,0,1,0
WH_105431,train,High Risk,14126,11,7,11,0,2009,21,80,3,4980,35,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0
WH_105432,train,High Risk,29123,25,6,1,2,2009,22,161,2,5213,17,0,0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0
WH_105433,test,High Risk,41131,34,4,11,1,2001,38,209,2,5336,36,1,1,0,1,0,0,2,2,0,1,0,1,0,0,0,0,1,0
WH_105434,train,High Risk,29101,20,8,12,0,2007,19,258,2,2589,56,0,1,0,0,0,0,5,2,0,1,0,0,0,0,1,0,0,0
WH_105435,test,High Risk,8097,6,1,9,1,2009,30,241,4,5928,60,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0
WH_105436,train,Not High Risk,30119,24,1,19,0,2009,33,215,5,4002,17,1,0,0,1,0,1,4,2,0,0,0,0,1,0,0,1,0,0
WH_105437,test,Not High Risk,13066,11,7,14,0,2009,29,173,2,5132,43,1,1,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,1
WH_105438,train,High Risk,25108,19,1,9,0,2009,37,131,4,3778,32,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
WH_105439,train,High Risk,21070,16,6,26,2,2009,20,111,4,4362,26,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0
WH_105440,test,Not High Risk,6081,5,0,28,1,2009,31,72,2,6158,67,1,0,1,1,0,1,5,3,0,1,0,0,0,0,0,0,0,0
WH_105441,train,Not High Risk,21076,15,1,26,0,2009,32,164,2,6111,59,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0
WH_105442,train,Not High Risk,14062,11,6,12,0,2015,32,252,2,4605,31,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0
WH_105443,train,Not High Risk,36121,29,3,23,0,2006,28,132,3,5241,27,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
WH_105444,train,High Risk,24128,19,3,1,0,2013,27,73,1,5976,37,1,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,0,0
WH_105445,train,Not High Risk,14104,11,7,11,0,2017,17,202,3,5890,18,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0
WH_105446,test,Not High Risk,37151,28,6,13,1,2003,22,60,4,4935,33,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
WH_105447,train,High Risk,20060,14,3,26,0,2012,28,180,2,4632,69,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0
WH_105448,test,Not High Risk,31138,25,0,19,0,2009,55,153,3,4742,68,1,0,1,0,0,1,5,2,0,0,0,0,1,0,0,1,0,0
WH_105449,test,High Risk,27063,19,3,11,0,2013,30,234,2,4798,16,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,0,1,0
WH_105450,train,High Risk,6084,5,3,25,0,2017,24,165,2,4488,54,1,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1
WH_105451,test,High Risk,21088,16,2,27,0,2009,35,99,2,7933,62,1,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,0,0
WH_105452,train,High Risk,26059,20,8,32,3,2009,41,112,2,4698,41,0,0,0,0,0,1,4,2,0,0,0,1,0,0,1,0,0,0
WH_105453,train,Not High Risk,28123,20,4,2,0,2016,20,140,3,4858,24,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0
WH_105454,train,Not High Risk,5143,0,3,7,0,2022,33,227,2,5489,22,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
WH_105455,train,Not High Risk,13109,12,6,23,1,2009,29,202,3,4648,31,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
WH_105456,train,Not High Risk,32149,23,8,1,0,2011,42,193,2,4674,60,1,1,0,0,0,0,5,2,0,1,0,0,0,0,1,0,0,0
WH_105457,train,High Risk,11095,9,8,32,3,2009,21,177,2,4112,50,1,1,0,0,0,1,3,2,0,1,0,1,0,0,1,0,0,0
WH_105458,train,High Risk,36108,27,1,29,0,2009,25,172,2,5048,64,1,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,0,0
WH_105459,train,High Risk,27080,22,8,24,1,2007,26,103,4,4067,18,1,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1
WH_105460,train,Not High Risk,35089,27,8,25,3,2009,30,256,2,5160,58,1,1,0,0,0,1,5,3,0,1,0,0,0,0,0,0,0,1
WH_105461,train,Not High Risk,14084,11,6,25,0,2015,43,214,4,6169,15,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1
WH_105462,test,High Risk,44109,35,5,11,0,2004,15,89,3,5316,63,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,0
WH_105463,train,Not High Risk,13144,9,1,28,0,2009,24,201,2,6138,28,1,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
WH_105464,train,High Risk,10102,8,3,8,1,2018,53,108,4,4387,57,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
WH_105465,train,Not High Risk,7131,6,0,16,0,2009,21,264,4,6860,42,0,0,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
WH_105466,test,High Risk,32097,24,2,24,0,2009,33,229,2,4805,50,1,0,0,0,0,1,5,3,0,1,0,0,1,0,0,0,0,1
WH_105467,train,Not High Risk,6055,4,6,32,4,2009,32,56,4,8470,68,1,1,1,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0
WH_105468,test,Not High Risk,6063,5,4,21,1,2021,40,148,2,7142,55,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0
WH_105469,test,Not High Risk,14130,11,4,11,3,2009,22,113,1,5193,60,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,0
WH_105470,test,Not High Risk,29119,25,3,28,0,2003,19,87,3,5602,15,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105471,train,Not High Risk,7107,0,4,28,0,2022,37,193,2,4223,18,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
WH_105472,train,High Risk,23106,20,4,28,4,2011,28,174,4,4564,24,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105473,train,Not High Risk,32066,25,1,10,0,2009,38,262,3,4706,17,0,1,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,1
WH_105474,train,High Risk,28080,22,8,8,1,1999,23,139,3,6289,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WH_105475,train,High Risk,13062,11,6,27,2,2009,20,171,3,3976,23,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,1,0,0
WH_105476,train,Not High Risk,22148,17,5,32,4,2009,28,69,2,6222,30,1,1,0,0,0,1,4,2,0,0,0,1,0,0,1,0,0,0
WH_105477,train,High Risk,47089,38,0,21,0,2009,33,147,2,6361,45,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0
WH_105478,test,Not High Risk,13075,10,3,11,0,2018,40,243,4,5218,35,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_105479,train,Not High Risk,6077,5,7,23,0,2019,27,131,5,7745,25,1,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0
WH_105480,train,High Risk,15110,12,5,9,3,2009,30,76,2,4698,39,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
WH_105481,train,Not High Risk,25088,19,5,17,0,2004,29,212,4,5628,54,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,1
WH_105482,train,Not High Risk,8063,6,3,10,1,2021,30,92,2,4751,66,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1
WH_105483,train,Not High Risk,24115,19,3,29,3,2009,25,223,4,5949,53,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0
WH_105484,train,Not High Risk,24118,18,6,27,0,2010,24,232,4,4723,62,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0
WH_105485,test,Not High Risk,28119,22,0,29,3,2009,32,232,2,5597,69,1,0,0,0,0,1,4,3,0,1,0,1,0,0,0,0,0,0
WH_105486,train,High Risk,32067,24,3,19,0,2006,45,162,3,3814,69,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0
WH_105487,train,Not High Risk,36082,28,8,28,0,2007,23,75,2,4402,65,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0
WH_105488,train,High Risk,26069,18,5,12,0,2014,21,250,4,5701,70,0,0,0,0,0,0,4,2,0,1,0,1,0,0,1,0,0,0
WH_105489,test,Not High Risk,27094,22,0,28,1,2009,35,151,2,4671,42,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
WH_105490,train,Not High Risk,10145,8,8,12,3,2009,24,165,3,5217,41,0,0,0,0,0,1,3,2,0,1,0,0,0,0,1,0,0,0
WH_105491,train,Not High Risk,4101,4,4,23,0,2021,31,242,2,6555,53,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105492,train,High Risk,6059,5,3,12,0,2017,33,268,4,4265,26,1,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0
WH_105493,train,High Risk,29121,25,0,23,0,2009,31,143,3,3272,48,1,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0
WH_105494,train,Not High Risk,9079,8,4,21,0,2020,24,137,4,4976,37,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0
WH_105495,test,Not High Risk,28113,24,3,26,0,2009,20,148,4,6239,15,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,1,0
WH_105496,train,High Risk,19073,16,7,29,0,2009,31,204,4,4190,15,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105497,train,Not High Risk,5056,4,6,6,3,2009,38,254,2,7032,59,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0
WH_105498,train,Not High Risk,16103,12,7,23,0,2017,22,102,3,4275,50,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0
WH_105499,train,Not High Risk,26078,23,2,3,0,2009,30,256,5,4152,42,1,0,0,1,0,1,3,1,0,1,0,0,1,1,0,0,0,0
WH_105500,train,High Risk,43133,35,5,11,0,1998,23,110,4,4835,43,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0
WH_105501,test,Not High Risk,5068,5,0,26,2,2009,30,245,2,7014,64,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0
WH_105502,test,Not High Risk,6070,5,2,19,2,2009,25,108,4,3977,63,1,0,0,0,0,1,2,2,0,1,0,0,1,0,0,1,0,0
WH_105503,test,High Risk,37070,29,5,21,0,2005,16,168,2,4493,69,0,1,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0
WH_105504,train,High Risk,29070,22,3,10,0,2000,25,135,4,5841,60,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,1
WH_105505,test,High Risk,43087,33,7,26,1,2000,22,206,4,5158,29,0,1,0,0,0,0,5,2,0,1,0,1,0,0,0,0,1,0
WH_105506,train,High Risk,30143,21,7,19,0,2017,30,69,2,2579,26,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0
WH_105507,train,High Risk,15077,11,6,19,2,2009,30,65,2,5224,19,1,1,0,0,0,1,5,2,0,1,0,1,0,0,0,1,0,0
WH_105508,train,Not High Risk,6076,5,2,19,0,2009,29,137,4,4513,27,0,0,0,0,0,1,3,2,1,0,0,0,1,0,0,1,0,0
WH_105509,train,Not High Risk,15074,11,1,14,1,2009,28,216,2,6281,38,0,0,0,0,0,1,4,3,0,1,0,1,0,0,0,0,0,1
WH_105510,train,Not High Risk,15104,13,2,26,1,2009,34,65,2,5810,40,1,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,0
WH_105511,train,High Risk,16066,14,2,25,1,2009,40,172,3,4347,48,1,0,0,1,0,1,2,3,0,0,0,1,0,0,0,0,0,1
WH_105512,train,High Risk,38071,29,1,1,0,2009,21,200,5,3633,32,0,0,0,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0
WH_105513,train,Not High Risk,30135,26,6,32,2,2009,26,237,3,6025,32,1,0,0,0,0,1,3,2,0,0,0,1,0,0,1,0,0,0
WH_105514,train,High Risk,29080,22,4,31,1,2009,26,268,4,4934,44,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0
WH_105515,train,High Risk,28148,23,7,26,0,2007,25,146,4,6078,16,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0
WH_105516,train,Not High Risk,8128,6,4,14,1,2021,20,218,4,4351,65,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1
WH_105517,train,High Risk,44093,34,3,23,0,2000,33,221,3,7623,30,1,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0
WH_105518,train,Not High Risk,5076,4,4,24,3,2009,27,67,4,3742,30,1,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,1
WH_105519,test,Not High Risk,8109,6,3,9,0,2009,38,124,4,4725,36,1,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0
WH_105520,test,High Risk,14135,11,8,25,0,2009,28,197,2,5352,27,1,1,0,0,0,1,5,3,0,0,0,1,0,0,0,0,0,1
WH_105521,train,Not High Risk,6071,0,8,6,0,2021,25,138,3,4984,39,1,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0
WH_105522,train,High Risk,25068,19,8,15,2,2009,22,98,3,3741,51,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0
WH_105523,train,High Risk,7075,5,4,29,1,2017,28,172,3,6391,46,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
WH_105524,train,High Risk,20089,14,2,14,0,2009,35,166,3,5710,49,1,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1
WH_105525,train,High Risk,11122,9,5,27,0,2012,25,237,4,4689,69,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0
WH_105526,train,Not High Risk,6078,5,7,9,2,2009,20,136,2,5439,43,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0
WH_105527,train,Not High Risk,16059,12,7,25,0,2018,26,214,4,7407,56,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1
WH_105528,test,High Risk,16142,14,3,10,0,2007,27,148,2,4402,47,1,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1
WH_105529,train,High Risk,16097,12,7,11,2,2009,29,119,3,5269,43,1,1,0,0,0,1,5,2,1,0,0,0,1,0,0,0,1,0
WH_105530,train,Not High Risk,48139,34,4,28,0,2001,26,164,2,3364,40,1,1,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0
WH_105531,train,High Risk,20083,16,1,15,0,2009,21,173,2,4991,65,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0
WH_105532,test,High Risk,30060,23,8,10,0,2001,23,238,4,4595,15,0,1,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1
WH_105533,train,Not High Risk,9117,7,0,10,0,2009,33,100,3,4630,60,1,0,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,1
WH_105534,train,Not High Risk,7150,0,7,13,2,2021,21,271,2,6491,28,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
WH_105535,test,High Risk,40110,29,2,14,0,2009,26,99,2,6017,18,1,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1
WH_105536,test,High Risk,28095,20,6,27,0,2014,18,108,2,4115,63,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,1,0,0
WH_105537,train,High Risk,21101,17,8,11,0,2016,25,201,4,4923,59,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_105538,train,High Risk,29147,23,8,11,0,2010,17,156,2,3189,20,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,0
WH_105539,train,High Risk,37133,30,7,10,0,1997,39,206,2,4503,50,1,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_105540,test,High Risk,22141,16,8,21,0,2016,27,174,3,4551,57,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
WH_105541,test,Not High Risk,12144,9,5,10,0,2020,27,267,1,4817,69,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
WH_105542,train,High Risk,12132,9,2,23,1,2009,25,167,4,4841,52,0,0,0,0,0,1,4,3,0,1,0,0,1,0,0,0,0,0
WH_105543,test,High Risk,25095,20,0,28,0,2009,21,60,3,4885,36,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
WH_105544,train,Not High Risk,29107,25,7,13,0,2009,34,222,2,5802,31,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
WH_105545,test,High Risk,29149,21,2,24,0,2009,30,175,2,5481,33,1,0,0,0,0,1,5,3,0,1,0,0,0,0,0,0,0,1
WH_105546,train,Not High Risk,8060,7,1,6,0,2009,23,107,4,4005,57,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0
