Ware_house_ID,product_wg_ton,num_refill_req_l3m,transport_issue_l1y,wh_breakdown_l3m
WH_104060,31131,8,0,4
WH_104061,6139,6,0,2
WH_104062,7056,5,2,6
WH_104063,36088,1,0,5
WH_104064,17143,7,0,3
WH_104065,49137,8,1,5
WH_104067,24113,5,0,2
WH_104068,5059,1,2,1
WH_104069,35100,3,1,4
WH_104070,15134,1,0,5
WH_104071,32103,0,3,5
WH_104072,33120,8,0,2
WH_104073,21063,2,0,5
WH_104074,51146,4,0,6
WH_104075,19075,3,1,2
WH_104076,36067,4,0,4
WH_104077,12066,7,0,2
WH_104078,39088,7,1,4
WH_104080,24080,8,3,6
WH_104081,13097,3,1,6
WH_104082,25080,1,4,4
WH_104083,6092,5,0,1
WH_104084,29134,0,0,4
WH_104085,25146,6,5,2
WH_104086,24099,6,2,2
WH_104088,25101,3,0,6
WH_104089,40081,4,4,6
WH_104090,41081,6,0,2
WH_104091,23129,2,0,4
WH_104092,33139,1,0,5
WH_104093,31135,0,0,6
WH_104094,33150,4,0,4
WH_104096,37143,3,1,2
WH_104097,23101,8,0,3
WH_104098,10108,4,0,6
WH_104099,36078,4,0,5
WH_104100,31090,5,1,2
WH_104101,27056,4,0,5
WH_104102,23136,5,0,6
WH_104103,23091,3,0,2
WH_104104,17073,2,0,1
WH_104105,13086,2,1,3
WH_104106,43128,8,0,4
WH_104107,9079,4,0,1
WH_104108,24064,1,1,3
WH_104109,15150,0,1,5
WH_104110,22085,2,3,3
WH_104111,6096,8,0,3
WH_104112,14095,3,0,6
WH_104113,27058,4,0,3
WH_104114,17073,1,1,5
WH_104115,21131,7,0,2
WH_104116,19144,4,0,2
WH_104117,37077,0,0,3
WH_104118,31086,8,0,3
WH_104119,23088,4,0,6
WH_104120,30075,6,1,6
WH_104121,27066,0,1,5
WH_104122,19083,5,4,2
WH_104123,24094,3,2,5
WH_104124,44117,0,0,2
WH_104125,28148,1,0,5
WH_104126,5088,1,0,2
WH_104127,37126,7,0,4
WH_104128,5058,2,2,1
WH_104131,28111,0,0,6
WH_104132,29060,5,3,5
WH_104133,24125,2,0,4
WH_104134,32067,4,0,6
WH_104135,29063,5,0,6
WH_104136,5131,3,0,1
WH_104137,19066,5,0,5
WH_104138,25109,2,1,3
WH_104139,25074,0,2,4
WH_104140,29137,6,0,6
WH_104141,23142,6,1,5
WH_104142,27124,5,1,2
WH_104143,18104,3,0,5
WH_104144,22068,8,2,5
WH_104145,32078,8,0,3
WH_104146,8128,1,0,5
WH_104147,35113,3,0,2
WH_104148,9085,1,0,1
WH_104149,27070,4,0,4
WH_104150,25063,3,0,6
WH_104151,18114,5,1,5
WH_104152,16134,5,0,2
WH_104153,4099,3,3,2
WH_104154,20059,7,0,3
WH_104155,40079,7,0,5
WH_104156,21070,4,0,6
WH_104157,12126,3,0,5
WH_104158,24130,3,0,5
WH_104159,42131,8,0,2
WH_104160,9082,2,0,1
WH_104161,10143,4,0,2
WH_104162,4112,8,0,1
WH_104163,5115,7,4,2
WH_104164,30144,7,0,3
WH_104165,5103,3,2,1
WH_104166,32087,5,0,3
WH_104168,22104,0,0,5
WH_104169,21120,7,0,5
WH_104170,20103,0,0,5
WH_104172,32090,8,0,5
WH_104173,28079,7,1,3
WH_104174,10132,6,0,2
WH_104175,21113,0,0,1
WH_104176,9089,6,0,3
WH_104177,28141,6,0,6
WH_104178,26080,3,0,5
WH_104179,9122,8,1,1
WH_104180,24073,7,0,3
WH_104181,26078,6,0,3
WH_104182,10068,3,1,1
WH_104183,38077,6,0,6
WH_104184,33058,5,0,4
WH_104185,20088,3,0,2
WH_104186,7056,2,0,2
WH_104187,24055,4,3,5
WH_104188,30090,4,0,2
WH_104189,17129,0,0,4
WH_104190,20144,7,3,5
WH_104191,12093,7,3,6
WH_104192,22124,6,5,3
WH_104193,25068,0,0,6
WH_104194,11110,5,0,1
WH_104195,31057,8,1,6
WH_104196,23140,2,0,6
WH_104197,31085,1,4,4
WH_104198,27129,3,0,4
WH_104199,36120,4,1,2
WH_104200,48055,0,0,6
WH_104201,31071,8,0,2
WH_104202,15105,6,0,6
WH_104203,32123,2,0,4
WH_104204,6061,1,0,2
WH_104205,5057,5,0,2
WH_104206,19125,8,3,3
WH_104207,30067,8,0,2
WH_104208,14059,0,2,5
WH_104209,5146,0,0,3
WH_104210,31086,7,0,6
WH_104211,32074,4,5,6
WH_104212,16130,1,2,2
WH_104213,44113,5,0,5
WH_104214,5104,1,0,3
WH_104215,17130,7,3,1
WH_104216,7107,4,0,2
WH_104217,21077,1,0,2
WH_104218,8137,8,0,2
WH_104219,30136,6,0,3
WH_104220,6095,1,0,5
WH_104221,14064,2,1,4
WH_104222,34061,6,0,6
WH_104223,9074,0,2,6
WH_104224,53058,5,0,6
WH_104225,10107,7,2,6
WH_104226,19128,8,0,6
WH_104227,26121,5,0,2
WH_104228,29077,5,0,6
WH_104229,21067,5,3,6
WH_104230,30070,4,0,2
WH_104231,7132,7,3,4
WH_104232,25088,2,0,5
WH_104233,15123,4,0,5
WH_104234,17115,7,0,1
WH_104235,27141,0,0,4
WH_104236,16142,4,0,5
WH_104237,20136,0,2,5
WH_104238,38086,7,1,6
WH_104239,34085,7,0,2
WH_104240,24098,4,3,3
WH_104241,26058,6,1,4
WH_104242,23123,5,0,3
WH_104243,12111,7,0,2
WH_104244,27081,3,1,6
WH_104245,20136,4,0,5
WH_104246,20095,1,2,4
WH_104247,7119,5,1,1
WH_104248,31138,1,0,3
WH_104249,27120,0,0,3
WH_104250,14145,5,0,3
WH_104252,31115,0,0,6
WH_104253,34121,5,1,4
WH_104254,21063,4,0,3
WH_104255,36095,5,0,4
WH_104256,8082,8,0,5
WH_104257,34088,5,1,6
WH_104258,32064,3,0,2
WH_104259,7057,7,0,6
WH_104260,32093,1,0,5
WH_104261,7098,8,0,4
WH_104262,42139,1,0,6
WH_104263,30106,5,1,4
WH_104264,43081,7,4,5
WH_104265,8134,3,4,2
WH_104266,28071,7,0,3
WH_104267,6117,3,0,2
WH_104268,27100,0,0,5
WH_104269,12069,4,0,4
WH_104270,48055,0,0,2
WH_104271,8140,2,1,2
WH_104272,18118,0,0,1
WH_104274,22080,6,0,4
WH_104275,7066,0,0,2
WH_104276,6134,8,0,1
WH_104277,32114,7,0,4
WH_104279,44112,4,0,5
WH_104280,18067,1,0,6
WH_104281,21117,5,1,6
WH_104282,8132,7,2,2
WH_104283,7070,6,2,3
WH_104284,28087,8,3,3
WH_104285,23076,8,3,3
WH_104286,12094,6,0,4
WH_104287,33092,7,0,3
WH_104288,16097,7,1,2
WH_104289,23086,0,2,5
WH_104290,15135,5,3,6
WH_104291,20085,8,1,2
WH_104292,5105,1,1,4
WH_104295,43070,6,0,6
WH_104296,21058,2,0,2
WH_104297,35061,0,1,6
WH_104298,32058,0,2,2
WH_104299,24082,8,1,5
WH_104300,25070,3,1,3
WH_104301,29075,6,3,3
WH_104302,27103,4,1,5
WH_104303,17076,6,0,2
WH_104304,16122,1,0,4
WH_104305,23120,0,1,5
WH_104306,23060,4,0,2
WH_104307,28079,2,0,4
WH_104308,30116,7,0,2
WH_104309,5108,4,0,1
WH_104310,6111,2,0,2
WH_104311,14099,6,1,6
WH_104313,32109,6,0,3
WH_104314,22084,8,0,1
WH_104315,16065,6,0,1
WH_104316,32103,1,0,3
WH_104317,13072,4,2,2
WH_104318,13095,0,2,6
WH_104319,42127,6,0,3
WH_104320,9146,7,0,2
WH_104321,14078,3,0,4
WH_104322,27066,0,0,3
WH_104323,19108,4,2,2
WH_104324,6074,1,2,6
WH_104325,17101,4,0,1
WH_104326,31151,6,0,6
WH_104327,32086,3,0,2
WH_104328,20056,7,1,3
WH_104329,28124,5,0,3
WH_104330,33136,3,1,3
WH_104331,14117,8,0,5
WH_104332,24083,3,1,6
WH_104333,27076,7,0,4
WH_104334,22135,8,0,6
WH_104335,24099,8,0,4
WH_104336,24126,8,3,3
WH_104337,15102,4,0,6
WH_104338,29136,4,0,4
WH_104339,17095,7,0,5
WH_104340,33059,1,0,5
WH_104341,47102,0,0,2
WH_104342,31098,0,0,6
WH_104343,30102,1,3,3
WH_104344,20132,1,0,4
WH_104345,51065,7,0,6
WH_104346,19089,6,3,4
WH_104347,7087,5,0,3
WH_104348,8121,8,0,1
WH_104349,12065,5,0,3
WH_104350,36106,6,0,2
WH_104351,25086,0,3,5
WH_104352,14094,7,3,3
WH_104353,22123,3,0,3
WH_104354,9118,8,1,2
WH_104355,26093,5,0,3
WH_104356,21100,1,0,5
WH_104357,6088,8,0,1
WH_104358,14149,5,1,3
WH_104359,7085,4,2,2
WH_104360,31128,7,0,2
WH_104361,32074,6,0,3
WH_104362,31121,5,0,5
WH_104363,14128,4,4,3
WH_104364,7056,4,3,5
WH_104365,22131,5,2,4
WH_104366,30143,1,0,4
WH_104367,9145,3,0,3
WH_104368,46089,4,0,3
WH_104369,10139,6,5,4
WH_104370,32115,5,0,4
WH_104371,23069,0,0,6
WH_104372,39071,6,0,4
WH_104373,21146,7,0,3
WH_104374,14093,8,0,3
WH_104375,49071,4,0,3
WH_104376,6063,7,2,2
WH_104377,19107,7,2,2
WH_104378,20150,8,0,6
WH_104379,7099,5,0,2
WH_104380,41132,4,0,4
WH_104381,30081,2,1,5
WH_104382,51123,3,0,3
WH_104383,27099,4,0,4
WH_104384,17089,3,0,3
WH_104385,12061,6,2,2
WH_104386,32139,3,0,5
WH_104387,17112,8,0,3
WH_104388,28137,0,0,6
WH_104389,10055,6,0,5
WH_104390,28094,7,4,6
WH_104391,23072,7,0,6
WH_104392,7088,5,0,2
WH_104393,26149,3,3,5
WH_104394,45137,3,0,6
WH_104395,24130,8,0,2
WH_104396,11069,4,1,4
WH_104397,17140,3,4,3
WH_104398,5066,8,1,1
WH_104399,26144,8,0,6
WH_104400,30083,8,0,5
WH_104402,19094,8,0,2
WH_104403,23122,4,1,5
WH_104404,12130,8,0,6
WH_104405,26147,8,1,6
WH_104406,45110,8,0,2
WH_104407,23085,8,0,4
WH_104408,38131,8,1,4
WH_104409,30095,1,1,6
WH_104410,21134,0,1,3
WH_104411,33149,5,0,2
WH_104412,6133,5,2,6
WH_104413,34118,0,0,5
WH_104414,31131,1,0,6
WH_104415,18150,7,0,3
WH_104416,20059,8,0,6
WH_104418,7095,2,1,3
WH_104419,30093,8,3,4
WH_104420,15122,0,3,2
WH_104421,30146,0,0,6
WH_104422,30060,8,2,6
WH_104423,15086,4,3,5
WH_104424,31134,3,2,3
WH_104425,44121,8,0,4
WH_104426,24142,6,3,2
WH_104427,16078,5,0,4
WH_104428,25086,7,0,3
WH_104429,23060,8,0,3
WH_104430,27146,6,0,1
WH_104431,19091,8,0,5
WH_104432,27066,3,0,6
WH_104433,6148,0,3,2
WH_104434,16089,6,0,5
WH_104435,23099,0,1,2
WH_104436,42068,1,0,4
WH_104437,19061,7,0,4
WH_104438,24088,0,0,4
WH_104439,5076,4,4,3
WH_104440,28056,6,1,5
WH_104441,24076,7,1,3
WH_104442,13071,7,0,2
WH_104443,20135,2,0,5
WH_104444,17119,6,2,2
WH_104445,37094,5,0,2
WH_104446,40063,8,1,4
WH_104447,18071,4,1,4
WH_104448,6092,5,0,3
WH_104449,23088,1,0,6
WH_104450,14125,7,0,2
WH_104451,30135,0,2,2
WH_104452,17134,4,0,2
WH_104453,33143,7,0,5
WH_104454,8090,8,2,2
WH_104455,39107,1,1,4
WH_104456,6122,8,1,2
WH_104457,30110,7,3,6
WH_104458,7148,0,0,1
WH_104459,26118,4,3,4
WH_104460,34142,5,0,6
WH_104461,15142,1,1,1
WH_104462,31091,2,0,4
WH_104463,14060,0,3,1
WH_104464,9113,7,1,4
WH_104465,10083,0,2,6
WH_104466,31143,4,1,5
WH_104467,12078,2,3,3
WH_104468,28072,1,0,5
WH_104469,37110,7,0,6
WH_104470,16105,0,0,4
WH_104471,15120,0,0,3
WH_104472,41095,1,0,3
WH_104473,29093,3,0,2
WH_104474,11097,1,0,2
WH_104475,30142,8,0,4
WH_104476,4113,0,3,1
WH_104477,8065,7,0,2
WH_104478,19129,5,3,2
WH_104479,22098,4,0,4
WH_104481,20064,3,1,2
WH_104482,31133,3,0,3
WH_104483,32076,8,0,4
WH_104484,25099,2,3,3
WH_104485,14147,7,0,6
WH_104486,19130,3,0,6
WH_104487,9140,1,0,3
WH_104488,8151,1,0,1
WH_104489,29099,7,1,2
WH_104490,28147,0,0,3
WH_104491,11105,8,0,6
WH_104492,45130,7,0,5
WH_104493,19077,0,0,3
WH_104494,18061,8,0,3
WH_104495,29126,5,0,6
WH_104496,27124,6,0,4
WH_104497,22138,7,0,2
WH_104498,11100,1,0,2
WH_104499,15058,8,0,3
WH_104500,28105,6,0,2
WH_104501,51141,5,0,3
WH_104502,34089,8,1,5
WH_104503,25146,4,0,3
WH_104504,40084,8,0,6
WH_104505,17071,8,0,3
WH_104506,36058,4,0,3
WH_104507,28095,8,0,4
WH_104508,23078,0,0,2
WH_104509,24098,1,2,4
WH_104510,12080,3,0,2
WH_104511,6098,0,1,4
WH_104512,24080,6,0,4
WH_104514,6104,4,0,2
WH_104515,17141,4,0,6
WH_104516,45096,7,0,5
WH_104518,33112,8,3,6
WH_104519,6133,6,0,2
WH_104520,9141,1,3,4
WH_104521,42090,6,0,6
WH_104522,11124,5,0,1
WH_104523,26091,5,0,1
WH_104524,7116,6,1,3
WH_104525,43102,0,0,4
WH_104526,23137,6,0,6
WH_104527,29107,7,0,5
WH_104528,31119,6,0,3
WH_104529,30139,4,3,5
WH_104530,24124,4,0,6
WH_104531,26102,1,3,3
WH_104532,30128,6,0,1
WH_104533,18064,0,1,5
WH_104534,18109,6,1,4
WH_104535,25120,6,1,5
WH_104536,37083,5,0,3
WH_104537,13138,1,0,6
WH_104538,5085,6,3,3
WH_104539,25096,7,0,2
WH_104540,31085,8,2,4
WH_104541,17141,8,2,6
WH_104542,17107,0,3,6
WH_104543,47118,1,0,5
WH_104544,27151,6,1,6
WH_104545,48077,0,0,5
WH_104546,33122,8,0,6
WH_104547,20139,5,0,4
WH_104549,31077,6,0,2
WH_104550,4065,6,1,2
WH_104551,31110,1,0,4
WH_104552,23055,8,3,5
WH_104553,13096,8,2,5
WH_104554,12148,0,5,1
WH_104555,5090,4,0,1
WH_104556,22084,8,1,5
WH_104557,45068,1,0,5
WH_104558,31091,3,0,3
WH_104559,31103,0,2,3
WH_104560,43068,4,0,4
WH_104561,7127,0,2,1
WH_104562,9073,5,1,4
WH_104563,16072,5,0,2
WH_104564,27091,5,3,2
WH_104565,29084,6,0,2
WH_104566,39080,1,0,3
WH_104567,52064,5,0,4
WH_104568,5106,5,3,2
WH_104569,26087,3,0,4
WH_104570,29149,3,1,6
WH_104571,13140,8,0,5
WH_104572,11064,4,2,3
WH_104573,31106,1,0,5
WH_104574,9116,4,0,3
WH_104575,33132,4,0,2
WH_104577,34131,5,0,3
WH_104578,4065,7,0,1
WH_104580,27077,6,0,3
WH_104581,10072,6,4,3
WH_104582,23141,3,0,6
WH_104583,26089,3,1,3
WH_104585,31149,8,2,3
WH_104586,13071,3,0,5
WH_104587,41089,1,0,4
WH_104589,20120,7,4,2
WH_104590,32141,4,0,5
WH_104591,28077,3,0,4
WH_104592,19082,8,4,5
WH_104593,10065,2,0,3
WH_104594,15069,8,3,6
WH_104595,24061,1,2,2
WH_104596,30075,6,0,4
WH_104597,32129,3,0,6
WH_104598,12144,3,2,5
WH_104599,31137,7,0,5
WH_104600,15138,4,1,6
WH_104601,28143,5,1,6
WH_104602,43093,3,4,2
WH_104603,21078,2,0,3
WH_104604,10142,1,2,6
WH_104605,18149,7,1,4
WH_104606,9143,4,0,4
WH_104607,13093,8,0,4
WH_104608,24078,1,0,2
WH_104609,37074,5,0,5
WH_104610,22056,7,1,2
WH_104612,6083,4,0,3
WH_104613,6115,3,1,1
WH_104615,22082,1,1,2
WH_104616,32110,6,4,2
WH_104617,52101,6,0,6
WH_104618,9097,8,0,2
WH_104619,15143,7,2,6
WH_104620,17128,4,3,5
WH_104621,27128,0,0,4
WH_104622,9067,2,0,3
WH_104623,36067,6,0,6
WH_104624,28131,0,1,5
WH_104625,10146,5,0,1
WH_104626,34105,8,0,3
WH_104627,16126,3,2,4
WH_104628,32074,3,0,5
WH_104630,29135,0,0,6
WH_104631,42127,5,0,4
WH_104632,22103,5,3,3
WH_104634,6136,1,0,1
WH_104635,15135,1,0,5
WH_104636,28103,6,0,3
WH_104637,20090,3,3,6
WH_104638,17131,8,0,5
WH_104639,12082,6,1,5
WH_104640,23082,8,4,4
WH_104641,12108,2,0,4
WH_104642,6130,6,4,1
WH_104643,33058,6,0,6
WH_104644,12085,6,0,2
WH_104645,21075,5,1,4
WH_104646,13062,4,0,5
WH_104647,30129,7,0,3
WH_104648,15067,4,0,2
WH_104649,27106,0,0,4
WH_104650,29122,1,0,2
WH_104651,7083,0,0,2
WH_104652,26120,7,4,3
WH_104653,27133,0,1,1
WH_104654,5062,5,1,1
WH_104655,30146,2,0,4
WH_104656,5106,4,0,1
WH_104657,27137,1,0,2
WH_104658,16123,1,2,2
WH_104659,6131,7,1,3
WH_104660,23069,6,2,5
WH_104661,10123,5,1,6
WH_104662,51151,7,0,6
WH_104664,21125,1,0,5
WH_104665,41071,1,1,3
WH_104666,23095,6,1,4
WH_104667,43142,8,0,2
WH_104668,23124,3,0,6
WH_104669,22144,7,1,2
WH_104670,29091,0,0,5
WH_104671,5082,6,3,2
WH_104672,15113,6,3,2
WH_104673,13072,8,0,3
WH_104674,8148,8,0,2
WH_104675,15069,8,5,1
WH_104676,9096,6,1,3
WH_104677,21126,3,0,4
WH_104678,28141,5,1,2
WH_104679,11125,3,0,6
WH_104680,19079,8,3,2
WH_104681,11108,6,5,6
WH_104682,5077,8,0,1
WH_104683,36072,1,0,3
WH_104684,32067,7,1,3
WH_104685,38081,6,0,3
WH_104686,30096,6,0,6
WH_104687,29113,5,5,4
WH_104688,23131,0,0,6
WH_104689,16072,7,0,3
WH_104691,27094,6,3,6
WH_104692,18129,8,4,6
WH_104693,31080,0,1,4
WH_104694,29072,4,1,3
WH_104695,10067,4,1,4
WH_104696,10130,8,0,1
WH_104697,28062,6,0,4
WH_104698,7093,6,1,2
WH_104699,5074,6,3,3
WH_104700,24059,6,0,4
WH_104701,31146,5,1,2
WH_104702,22106,0,0,4
WH_104703,5056,6,0,1
WH_104704,27130,3,0,2
WH_104705,5137,5,0,1
WH_104706,15133,7,1,4
WH_104707,37101,0,0,3
WH_104708,47103,1,0,3
WH_104709,25072,4,1,6
WH_104710,9146,2,0,3
WH_104711,14141,2,1,2
WH_104712,13129,0,0,2
WH_104713,18123,6,0,5
WH_104714,25139,7,0,6
WH_104715,42055,1,1,3
WH_104716,35064,1,1,2
WH_104717,31144,3,0,3
WH_104718,30151,3,0,5
WH_104719,19132,6,2,2
WH_104720,30088,4,1,4
WH_104721,31122,6,0,3
WH_104722,7106,4,2,3
WH_104723,35086,6,0,6
WH_104724,25067,2,0,3
WH_104725,19143,8,0,2
WH_104726,9070,1,0,4
WH_104727,22075,8,0,3
WH_104728,7131,1,0,3
WH_104729,6127,3,0,1
WH_104730,20120,3,3,5
WH_104731,18146,7,2,3
WH_104732,29094,0,0,6
WH_104733,31061,8,3,2
WH_104734,53093,5,0,5
WH_104737,14134,1,3,2
WH_104738,21147,3,0,3
WH_104739,14108,8,5,5
WH_104740,30146,4,0,6
WH_104741,20110,7,1,3
WH_104742,21124,0,0,2
WH_104743,7117,6,0,5
WH_104744,23113,3,0,5
WH_104746,30133,5,4,2
WH_104747,19105,4,3,3
WH_104748,14095,2,0,2
WH_104749,13106,0,0,6
WH_104750,10099,3,0,6
WH_104751,9112,0,0,2
WH_104752,41102,3,0,6
WH_104753,26115,4,0,2
WH_104754,24137,5,5,5
WH_104755,45097,8,1,6
WH_104756,7067,6,1,1
WH_104757,19098,6,2,5
WH_104758,5098,8,0,2
WH_104759,26086,5,0,5
WH_104760,5079,3,2,2
WH_104761,23120,5,1,6
WH_104762,17075,0,3,2
WH_104763,46081,3,0,6
WH_104764,28102,3,1,4
WH_104765,12127,3,5,1
WH_104766,8070,8,0,5
WH_104767,7116,2,0,3
WH_104768,22059,4,3,5
WH_104769,10107,0,0,2
WH_104770,6115,8,0,5
WH_104771,23093,5,0,6
WH_104772,24121,6,0,4
WH_104773,34124,7,0,2
WH_104774,45102,1,0,2
WH_104775,23111,6,4,6
WH_104776,26121,2,3,4
WH_104777,15129,3,0,4
WH_104778,46084,6,0,6
WH_104779,24118,8,2,2
WH_104780,51130,5,0,2
WH_104781,30089,1,1,6
WH_104782,26149,8,0,3
WH_104783,26061,1,1,5
WH_104784,10069,0,1,6
WH_104785,32080,0,3,4
WH_104786,24127,8,0,6
WH_104787,29093,5,0,5
WH_104788,15143,0,0,6
WH_104789,30109,6,0,2
WH_104790,24056,6,0,5
WH_104791,12123,7,1,5
WH_104792,26079,3,0,2
WH_104793,6080,6,3,3
WH_104794,14057,5,4,5
WH_104795,28115,5,0,1
WH_104796,49061,1,0,5
WH_104797,25120,0,0,4
WH_104798,14115,3,0,5
WH_104800,30106,8,1,5
WH_104801,53075,0,0,5
WH_104802,13070,5,1,3
WH_104803,39135,0,0,3
WH_104804,27071,7,0,2
WH_104805,7114,6,0,3
WH_104806,22148,0,0,6
WH_104807,25123,8,0,5
WH_104808,31137,1,0,6
WH_104809,30081,1,3,4
WH_104810,30147,8,3,5
WH_104811,49139,4,1,3
WH_104812,25093,0,0,2
WH_104813,30106,5,0,3
WH_104814,9098,2,1,4
WH_104815,49101,3,0,5
WH_104816,20130,3,0,5
WH_104817,20142,0,2,5
WH_104818,8147,3,2,1
WH_104819,19070,7,0,4
WH_104820,14096,4,0,6
WH_104821,17106,5,2,6
WH_104822,26116,5,0,4
WH_104823,18112,0,0,6
WH_104824,5070,7,3,2
WH_104825,28123,7,0,6
WH_104826,34072,3,0,2
WH_104827,18085,8,0,5
WH_104828,32142,7,0,4
WH_104829,41111,1,0,4
WH_104830,14117,5,2,5
WH_104831,30140,4,1,6
WH_104832,27136,7,3,6
WH_104833,24136,3,0,5
WH_104834,36149,0,0,5
WH_104835,24082,7,0,3
WH_104836,25113,1,0,6
WH_104837,19122,7,2,1
WH_104838,42108,2,0,6
WH_104839,38129,3,0,4
WH_104840,24097,7,1,6
WH_104841,24129,2,0,2
WH_104842,27081,1,1,2
WH_104843,27120,2,0,5
WH_104844,7092,3,0,2
WH_104845,24064,3,4,6
WH_104846,17135,7,1,2
WH_104847,33096,8,0,2
WH_104848,20144,2,0,6
WH_104849,53110,8,0,6
WH_104850,31078,3,0,3
WH_104851,10134,6,2,5
WH_104852,22121,5,0,5
WH_104853,34062,0,2,3
WH_104854,34087,7,0,5
WH_104855,32055,7,0,4
WH_104856,5139,1,0,3
WH_104857,50073,7,0,2
WH_104858,6104,6,0,2
WH_104859,46055,6,0,6
WH_104860,16114,6,1,3
WH_104861,31092,3,0,3
WH_104862,32085,5,0,2
WH_104863,20063,4,0,3
WH_104864,5099,1,4,3
WH_104865,42068,3,0,5
WH_104866,33112,8,0,5
WH_104867,16073,6,0,3
WH_104868,17056,4,2,3
WH_104869,39138,2,1,5
WH_104870,32107,8,0,5
WH_104871,30129,6,0,5
WH_104872,34108,5,2,6
WH_104873,15069,6,1,5
WH_104874,11088,3,2,2
WH_104875,34132,0,0,6
WH_104876,9142,0,0,2
WH_104877,33141,0,0,5
WH_104878,26093,4,0,3
WH_104880,6131,0,1,2
WH_104881,39085,8,0,4
WH_104882,27115,6,0,1
WH_104883,15126,1,0,2
WH_104884,9079,8,3,1
WH_104885,16090,8,3,5
WH_104886,6097,1,0,2
WH_104887,34122,6,0,3
WH_104888,22064,7,1,6
WH_104890,54105,5,0,2
WH_104891,38058,6,0,5
WH_104892,19091,0,0,5
WH_104893,14100,4,3,2
WH_104894,4071,4,0,1
WH_104895,27112,5,0,2
WH_104896,41073,6,0,6
WH_104897,8123,3,0,1
WH_104898,23148,8,0,3
WH_104899,44147,7,0,3
WH_104900,33115,6,1,3
WH_104901,23079,7,3,5
WH_104902,22101,7,0,2
WH_104903,8098,4,3,3
WH_104904,5057,2,0,1
WH_104905,17074,3,2,2
WH_104906,34082,0,2,5
WH_104907,9083,8,1,3
WH_104908,7138,4,0,1
WH_104909,13133,0,1,4
WH_104910,14063,4,0,2
WH_104911,25092,2,0,6
WH_104912,15108,3,0,3
WH_104913,45142,8,0,5
WH_104914,28076,8,1,6
WH_104915,46100,3,0,6
WH_104916,6133,8,0,6
WH_104917,27055,4,0,6
WH_104918,21086,6,0,5
WH_104919,50089,7,1,6
WH_104920,20083,8,1,1
WH_104921,23069,7,0,2
WH_104922,24081,5,0,6
WH_104923,19145,0,0,5
WH_104924,35132,7,0,6
WH_104925,19098,3,0,4
WH_104926,21143,8,0,5
WH_104927,27085,1,0,6
WH_104928,29150,7,2,2
WH_104929,20106,5,0,5
WH_104930,19113,5,0,4
WH_104931,19108,6,0,5
WH_104932,24090,1,0,1
WH_104933,17117,7,0,5
WH_104934,31073,7,0,2
WH_104935,28093,3,3,5
WH_104936,16149,1,2,4
WH_104937,28141,3,3,2
WH_104938,19085,7,1,6
WH_104939,37129,4,1,3
WH_104940,16147,1,0,2
WH_104941,29058,5,0,4
WH_104942,10148,5,2,5
WH_104943,51129,4,0,6
WH_104944,15091,5,0,2
WH_104945,27135,5,1,4
WH_104946,11108,1,0,1
WH_104947,22103,4,0,6
WH_104948,22151,7,3,2
WH_104949,48112,7,0,4
WH_104950,17111,4,3,5
WH_104951,32134,8,2,6
WH_104952,27146,7,0,5
WH_104953,26094,0,2,5
WH_104954,42138,3,0,2
WH_104955,14143,8,1,1
WH_104956,15131,0,0,2
WH_104957,12088,4,0,2
WH_104958,50130,3,1,2
WH_104959,6131,7,2,2
WH_104960,29075,3,0,5
WH_104961,35073,1,0,4
WH_104962,35138,8,2,4
WH_104963,21079,4,0,6
WH_104964,8144,7,1,1
WH_104965,22139,1,0,3
WH_104966,23109,0,0,3
WH_104967,6099,4,0,4
WH_104968,26110,3,0,5
WH_104969,15149,5,2,6
WH_104970,29074,5,1,3
WH_104971,24058,8,0,3
WH_104972,8062,2,1,4
WH_104973,30136,1,0,2
WH_104974,6085,2,2,3
WH_104975,43079,6,0,3
WH_104976,22128,5,0,1
WH_104977,11134,6,0,2
WH_104978,27068,4,2,6
WH_104980,55066,4,0,2
WH_104981,48151,8,0,2
WH_104982,21061,2,0,2
WH_104983,32070,5,0,2
WH_104984,23080,2,0,5
WH_104985,16132,1,0,6
WH_104986,26107,5,3,3
WH_104987,34086,7,0,4
WH_104988,39126,8,0,4
WH_104990,15101,6,1,2
WH_104991,31071,5,2,3
WH_104992,9130,5,1,4
WH_104993,21106,1,3,5
WH_104994,23069,8,0,3
WH_104995,5073,2,3,1
WH_104996,18138,4,0,2
WH_104997,6147,5,3,3
WH_104998,31081,4,0,4
WH_104999,29131,3,4,5
WH_105000,15057,3,1,3
WH_105001,22142,6,3,3
WH_105002,28075,1,2,2
WH_105003,6104,2,0,1
WH_105004,19135,6,0,2
WH_105005,18141,3,2,5
WH_105006,5089,5,0,3
WH_105007,18129,6,0,1
WH_105008,44128,0,0,6
WH_105009,28107,6,2,6
WH_105010,33149,7,2,3
WH_105011,24065,0,1,5
WH_105012,21123,6,3,5
WH_105013,26109,2,0,6
WH_105014,30097,3,0,4
WH_105015,20078,2,0,5
WH_105016,7092,1,2,2
WH_105017,7111,6,1,6
WH_105018,29057,7,0,1
WH_105019,24066,5,0,4
WH_105020,5068,3,0,3
WH_105021,15106,4,0,5
WH_105023,18135,7,5,5
WH_105024,13108,5,3,5
WH_105025,15122,3,0,1
WH_105026,28135,8,1,6
WH_105027,12115,3,0,3
WH_105028,27087,7,2,4
