Ware_house_ID,split,Location_type,zone,WH_regional_zone,product_wg_ton,storage_issue_reported_l3m,wh_breakdown_l3m,num_refill_req_l3m,govt_check_l3m,transport_issue_l1y,wh_est_year,workers_num,dist_from_hub,Competitor_in_mkt,retail_shop_num,distributor_num,electric_supply,temp_reg_mach,flood_proof,flood_impacted,is_unrated_warehouse,wh_est_year_missing,certificate_grade,capacity_size,Location_type_Urban,wh_owner_type_Rented,zone_East,zone_South,zone_West,WH_regional_zone_Zone_1,WH_regional_zone_Zone_2,WH_regional_zone_Zone_3,WH_regional_zone_Zone_4,WH_regional_zone_Zone_5
WH_105878,train,Rural,West,Zone 2,4112,0,0,1,12,0,2009,36,158,5,4076,67,1,0,1,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0
WH_105879,train,Rural,South,Zone 1,33067,27,4,4,21,0,2009,21,265,2,5419,53,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
WH_105880,train,Rural,North,Zone 2,12114,10,6,5,22,0,2009,22,228,3,4793,50,1,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0
WH_105881,train,Rural,West,Zone 3,47113,34,2,6,19,0,1998,33,80,4,3848,31,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,1,0,0
WH_105882,train,Rural,West,Zone 2,17141,13,3,8,12,2,2009,20,73,4,4989,47,0,0,0,0,0,1,4,2,0,1,0,0,1,0,1,0,0,0
WH_105883,test,Rural,North,Zone 3,32068,25,2,7,27,0,2006,23,186,2,5261,30,1,1,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0
WH_105884,train,Rural,West,Zone 5,33081,26,2,5,14,0,2004,29,221,3,4248,33,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
WH_105885,train,Rural,West,Zone 3,28107,25,4,4,19,0,2000,18,64,4,4855,50,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,1,0,0
WH_105886,train,Rural,North,Zone 2,13080,10,3,3,1,1,2017,35,83,4,6214,22,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0
WH_105887,test,Rural,South,Zone 5,20093,17,5,8,14,0,2001,22,138,2,5739,25,0,1,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,1
WH_105888,train,Rural,North,Zone 5,44094,35,6,7,17,0,2003,31,88,4,3653,52,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1
WH_105889,train,Rural,South,Zone 6,19061,15,5,6,29,1,2001,31,159,2,3422,19,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
WH_105890,train,Rural,West,Zone 1,22131,19,4,5,21,0,2008,29,139,4,4811,15,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0
WH_105891,train,Rural,South,Zone 5,10117,8,3,7,10,0,2021,20,57,2,5457,70,1,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,1
WH_105892,train,Rural,South,Zone 2,29142,20,5,4,32,0,2011,35,55,2,6810,47,1,1,0,0,0,0,5,2,0,0,0,1,0,0,1,0,0,0
WH_105893,train,Rural,North,Zone 3,30066,23,2,3,19,5,2009,40,169,3,3583,61,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0
WH_105894,train,Rural,North,Zone 6,26133,23,4,6,23,0,1997,23,72,2,3277,46,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105895,train,Rural,North,Zone 5,5125,4,3,4,24,0,2021,24,209,4,4485,70,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
WH_105896,train,Rural,North,Zone 6,6097,4,1,7,23,0,2019,34,137,3,5464,22,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_105897,train,Rural,West,Zone 5,4142,4,2,0,14,2,2009,24,135,2,5078,68,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,1
WH_105898,train,Rural,North,Zone 4,34065,24,3,5,26,0,2003,22,227,2,5025,42,0,1,0,0,0,0,4,2,0,1,0,0,0,0,0,0,1,0
WH_105899,train,Rural,North,Zone 6,34100,27,2,6,6,1,2009,14,96,4,4512,48,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_105900,test,Rural,North,Zone 2,30063,24,4,7,1,3,2009,32,131,4,3875,16,1,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0
WH_105901,train,Rural,West,Zone 5,6140,4,2,3,14,3,2009,40,181,3,5324,59,1,1,0,0,0,1,5,3,0,1,0,0,1,0,0,0,0,1
WH_105902,train,Urban,North,Zone 4,28134,24,4,6,26,4,1997,24,73,3,3477,43,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0
WH_105903,train,Rural,West,Zone 6,32117,26,3,0,8,0,2009,32,205,5,4550,37,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0
WH_105904,train,Rural,West,Zone 1,7096,5,3,1,31,2,2009,20,241,2,5081,35,0,0,0,0,0,1,4,1,0,1,0,0,1,1,0,0,0,0
WH_105905,train,Rural,North,Zone 5,17061,15,2,4,17,4,2013,19,63,3,5697,44,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1
WH_105906,train,Rural,South,Zone 4,13082,11,2,0,11,0,2009,24,223,4,3882,61,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,1,0
WH_105907,train,Rural,North,Zone 5,25071,20,4,7,14,0,2015,27,155,2,4212,63,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1
WH_105908,train,Rural,West,Zone 6,31119,24,3,1,23,0,2009,32,149,3,5079,50,1,1,1,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0
WH_105909,train,Rural,South,Zone 3,3066,0,0,8,19,0,2021,36,90,2,3278,55,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,0,0
WH_105910,train,Rural,South,Zone 3,8056,6,3,2,27,0,2009,28,145,2,5141,65,0,1,0,0,0,1,5,2,0,1,0,1,0,0,0,1,0,0
WH_105911,train,Rural,North,Zone 3,31085,25,2,3,19,0,2003,14,193,2,6533,16,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0
WH_105912,train,Rural,South,Zone 4,43145,33,6,8,26,0,2005,30,152,2,3954,37,1,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,1,0
WH_105913,train,Rural,South,Zone 3,7148,5,2,8,27,2,2019,24,133,2,6483,18,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,0,0
WH_105914,train,Rural,North,Zone 3,28141,24,3,6,19,0,2003,25,265,3,4887,53,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
WH_105915,test,Rural,North,Zone 2,20145,17,6,8,12,1,2014,30,219,3,4875,41,1,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0
WH_105916,train,Rural,West,Zone 4,6129,5,2,6,26,0,2020,29,243,2,5789,66,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0
WH_105917,train,Rural,South,Zone 2,5115,4,3,3,32,0,2020,35,146,3,4715,40,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0
WH_105918,train,Rural,North,Zone 6,49141,35,6,7,29,0,1999,29,158,3,5159,66,1,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
WH_105919,train,Rural,North,Zone 6,7125,5,2,6,23,0,2021,20,125,2,4269,63,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
WH_105920,train,Rural,West,Zone 6,4111,4,3,4,6,0,2019,29,106,3,3816,20,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0
WH_105921,train,Rural,North,Zone 6,6108,5,2,6,23,1,2019,17,146,3,4571,36,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105922,train,Rural,South,Zone 4,25102,19,6,3,20,5,2009,35,237,4,3150,28,0,1,0,0,0,1,5,2,0,1,0,1,0,0,0,0,1,0
WH_105923,test,Urban,South,Zone 2,6133,4,1,4,32,0,2021,24,235,2,5731,51,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0
WH_105924,train,Rural,South,Zone 4,22146,17,6,8,26,0,2014,27,106,2,5579,59,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0
WH_105925,test,Rural,West,Zone 5,23085,17,1,7,5,0,2012,47,148,4,4648,35,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
WH_105926,train,Rural,West,Zone 2,48141,34,3,3,1,0,1998,46,181,4,3410,36,1,1,0,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0
WH_105927,test,Rural,South,Zone 6,15134,12,4,6,29,2,2009,34,164,2,5065,38,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,0,0,0
WH_105928,test,Rural,North,Zone 5,23121,18,2,8,24,0,2011,20,55,3,6175,17,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1
WH_105929,test,Rural,North,Zone 6,13097,11,2,7,23,3,2014,25,186,2,2565,34,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105930,train,Rural,South,Zone 6,30059,24,4,0,2,4,2009,19,86,2,4341,38,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
WH_105931,train,Rural,West,Zone 5,22059,19,3,1,10,0,2009,48,115,4,4012,16,1,0,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,1
WH_105932,train,Rural,North,Zone 6,17064,12,6,3,29,0,2019,24,172,2,5439,30,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
WH_105933,train,Rural,North,Zone 2,25113,19,5,5,1,1,2011,37,82,2,5064,66,1,1,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0
WH_105934,test,Urban,North,Zone 2,21107,18,4,6,22,1,2009,27,73,2,6030,61,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0
WH_105935,train,Rural,West,Zone 5,29088,22,5,4,14,1,2002,20,136,3,6066,64,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,1
WH_105936,train,Rural,North,Zone 5,20148,16,2,1,24,3,2009,35,111,3,4839,19,1,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,1
WH_105937,train,Rural,West,Zone 3,41119,33,4,0,19,0,2009,33,147,4,5221,39,1,0,0,0,0,1,3,2,0,1,0,0,1,0,0,1,0,0
WH_105938,train,Rural,North,Zone 2,10139,8,1,2,1,0,2009,33,119,2,4584,43,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
WH_105939,train,Rural,North,Zone 6,13083,9,6,1,23,0,2009,34,118,2,5680,32,1,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
WH_105940,test,Rural,North,Zone 1,43082,32,3,0,31,0,2009,30,116,3,5982,45,0,0,0,0,0,1,4,1,0,1,0,0,0,1,0,0,0,0
WH_105941,train,Rural,North,Zone 6,32151,25,6,6,6,4,2007,26,67,1,4976,62,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0
WH_105942,train,Urban,West,Zone 1,25150,18,2,5,30,0,2008,31,194,3,6173,40,1,1,0,0,0,0,5,1,1,1,0,0,1,1,0,0,0,0
WH_105943,train,Rural,North,Zone 6,32121,25,4,0,13,0,2009,18,122,2,5154,34,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0
WH_105944,train,Rural,West,Zone 5,53123,39,5,3,24,0,1996,40,126,4,4500,27,1,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,1
WH_105945,train,Rural,South,Zone 2,28111,22,3,7,1,0,1998,27,200,1,5261,48,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,0
WH_105946,train,Urban,North,Zone 6,20111,18,3,0,13,0,2009,23,266,2,5221,22,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0
WH_105947,train,Rural,West,Zone 5,38123,29,5,5,14,0,1998,26,178,5,3120,41,1,1,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,1
WH_105948,train,Rural,North,Zone 1,21126,17,4,0,30,2,2009,35,114,4,4814,42,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0
WH_105949,train,Rural,North,Zone 6,14071,10,5,7,6,1,2017,29,197,3,4882,42,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0
WH_105950,train,Rural,West,Zone 3,30127,24,6,3,19,2,2009,22,86,2,4327,57,0,0,0,0,0,1,4,2,0,1,0,0,1,0,0,1,0,0
WH_105951,train,Rural,South,Zone 1,11086,9,1,3,16,1,2016,34,73,1,5925,68,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
WH_105952,train,Rural,South,Zone 3,6072,5,2,7,27,0,2020,42,222,2,5530,47,1,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0
WH_105953,train,Rural,North,Zone 5,26113,20,3,8,25,0,2013,39,234,3,4477,70,1,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1
WH_105954,train,Rural,North,Zone 5,31144,21,2,7,24,0,2015,36,166,3,4946,68,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1
WH_105955,train,Rural,West,Zone 6,36057,27,3,7,9,2,2006,29,270,3,4242,53,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
WH_105956,train,Rural,West,Zone 3,6079,4,1,0,19,4,2009,34,224,4,3654,26,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0
WH_105957,train,Rural,West,Zone 5,28125,21,1,1,24,0,2009,38,175,4,4811,49,1,0,0,0,0,1,1,3,0,1,0,0,1,0,0,0,0,1
WH_105958,train,Rural,West,Zone 6,18109,14,5,8,6,3,2009,29,108,5,6910,31,1,1,0,0,0,1,5,3,0,0,0,0,1,0,0,0,0,0
WH_105959,train,Rural,West,Zone 3,48117,36,2,3,19,1,2004,28,153,3,3891,56,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,1,0,0
WH_105960,train,Rural,East,Zone 5,13117,9,5,0,14,1,2009,24,199,4,4674,40,0,0,0,0,0,1,5,3,0,0,1,0,0,0,0,0,0,1
WH_105961,train,Rural,West,Zone 1,37095,29,2,4,3,1,2004,30,206,3,4576,63,1,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,0
WH_105962,train,Rural,East,Zone 4,13114,11,6,3,26,0,2016,55,69,5,4596,23,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0
WH_105963,test,Rural,South,Zone 5,17113,14,5,5,14,0,2017,30,85,4,3872,44,1,0,0,0,0,0,2,3,0,1,0,1,0,0,0,0,0,1
WH_105964,train,Rural,West,Zone 4,24074,19,5,8,26,0,2010,33,74,4,6210,19,1,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_105965,train,Rural,West,Zone 4,43147,32,6,6,11,1,2006,16,120,4,4007,47,0,1,0,0,0,0,4,2,0,1,0,0,1,0,0,0,1,0
WH_105966,train,Rural,North,Zone 5,24091,18,3,1,17,2,2009,26,62,2,6849,28,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1
WH_105967,train,Rural,South,Zone 2,7136,5,2,7,32,0,2018,31,110,4,4388,20,1,1,0,0,0,0,5,2,0,0,0,1,0,0,1,0,0,0
WH_105968,train,Rural,North,Zone 5,23117,17,3,8,17,1,2009,30,139,3,5683,38,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,1
WH_105969,train,Rural,North,Zone 3,21096,16,4,7,19,3,2009,19,86,4,4445,15,1,1,0,0,0,1,5,2,0,0,0,0,0,0,0,1,0,0
WH_105970,train,Rural,South,Zone 2,7111,0,0,6,32,0,2023,29,85,2,6409,56,1,0,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0
WH_105971,train,Rural,South,Zone 2,31142,24,5,2,22,0,2009,37,239,2,4851,51,1,0,0,0,0,1,4,2,0,0,0,1,0,0,1,0,0,0
WH_105972,train,Rural,North,Zone 6,6094,4,5,4,29,1,2009,25,75,2,4909,63,1,1,0,0,0,1,5,3,0,1,0,0,0,0,0,0,0,0
WH_105973,train,Urban,North,Zone 5,16147,12,5,8,17,0,2009,30,102,2,5385,60,1,1,0,0,0,1,4,3,1,0,0,0,0,0,0,0,0,1
WH_105974,train,Rural,North,Zone 5,28149,25,4,3,14,0,2009,26,256,2,4308,68,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1
WH_105975,test,Urban,South,Zone 4,6109,5,6,7,26,0,2016,30,92,2,3559,19,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,1,0
WH_105976,train,Rural,North,Zone 4,6122,5,2,6,26,2,2009,29,96,3,4657,15,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0
WH_105977,train,Rural,West,Zone 3,33141,26,3,8,19,0,2005,30,82,5,5099,42,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,0,0
WH_105978,train,Rural,North,Zone 5,22111,18,2,1,14,0,2009,28,129,4,5465,57,1,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,1
WH_105979,test,Urban,West,Zone 6,16115,14,5,6,23,3,2009,38,223,4,4192,18,1,1,0,0,0,1,2,3,1,0,0,0,1,0,0,0,0,0
WH_105980,test,Rural,West,Zone 3,19133,16,3,1,19,3,2009,26,77,6,4855,54,1,0,0,0,0,1,3,2,0,0,0,0,1,0,0,1,0,0
WH_105981,train,Urban,West,Zone 6,8122,6,2,4,6,0,2009,21,200,2,6530,20,1,1,0,0,0,1,4,3,1,0,0,0,1,0,0,0,0,0
WH_105982,test,Rural,West,Zone 2,16074,14,4,0,1,2,2009,29,143,3,5692,18,1,0,1,0,0,1,2,2,0,1,0,0,1,0,1,0,0,0
WH_105983,train,Rural,South,Zone 5,12057,9,2,7,25,0,2015,30,178,3,8665,45,1,1,0,1,0,0,5,3,0,0,0,1,0,0,0,0,0,1
WH_105984,train,Rural,North,Zone 3,11086,9,3,8,27,0,2020,29,146,2,7687,21,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0
WH_105985,train,Urban,North,Zone 5,33118,25,3,1,24,0,2009,32,237,4,8562,19,1,1,0,0,0,1,5,3,1,0,0,0,0,0,0,0,0,1
WH_105986,train,Rural,West,Zone 2,27068,22,5,0,12,1,2009,26,86,3,5354,28,0,0,0,0,0,1,4,2,0,1,0,0,1,0,1,0,0,0
WH_105987,train,Rural,North,Zone 6,24082,19,2,1,28,0,2009,35,241,4,5867,41,1,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0
WH_105988,train,Rural,North,Zone 2,17134,14,4,8,18,2,1997,18,56,2,6145,68,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0
WH_105989,train,Rural,South,Zone 2,16056,12,3,5,32,3,2012,20,103,4,4610,22,0,1,0,0,0,0,4,2,0,1,0,1,0,0,1,0,0,0
WH_105990,train,Rural,North,Zone 6,45143,36,5,5,6,0,2003,39,173,3,4981,67,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
WH_105991,train,Rural,South,Zone 1,27077,24,5,8,30,0,1999,26,224,4,4556,22,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0
WH_105992,train,Rural,West,Zone 4,5104,4,1,6,11,1,2009,35,154,4,4798,23,1,1,0,0,0,1,3,2,0,1,0,0,1,0,0,0,1,0
WH_105993,train,Urban,North,Zone 6,29151,24,2,1,8,1,2009,27,99,3,6837,58,1,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0
WH_105994,train,Rural,West,Zone 6,8126,7,2,6,23,2,2009,23,185,4,4509,41,1,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0
WH_105995,test,Rural,North,Zone 6,5095,4,3,5,28,2,2021,20,143,4,4367,64,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0
WH_105996,train,Rural,North,Zone 6,45144,36,6,3,28,0,1999,35,160,2,5037,70,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0
WH_105997,train,Rural,West,Zone 4,47131,35,2,0,26,0,2009,30,204,4,3347,70,1,0,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,0
WH_105998,test,Rural,North,Zone 5,32090,25,4,8,25,0,2005,18,260,3,5325,52,0,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,1
WH_105999,train,Rural,South,Zone 4,5101,4,1,1,26,0,2009,25,187,2,5816,36,1,1,0,0,0,1,3,2,0,0,0,1,0,0,0,0,1,0
WH_106000,train,Rural,West,Zone 5,32070,24,4,4,10,0,2003,31,92,2,5701,16,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,1
WH_106001,train,Rural,North,Zone 5,31100,24,2,3,5,0,2003,41,75,3,4737,18,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1
WH_106002,train,Rural,West,Zone 5,21087,18,4,3,14,1,2005,21,153,4,4666,20,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,1
WH_106003,test,Rural,North,Zone 2,34134,27,4,2,12,0,2009,22,112,3,7139,39,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,0,0
WH_106004,train,Rural,North,Zone 4,43129,33,2,8,26,0,1998,36,97,2,5115,59,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
WH_106005,train,Rural,West,Zone 5,25081,20,2,6,14,0,2010,24,72,3,4503,61,1,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1
WH_106006,train,Rural,West,Zone 4,17100,12,5,5,11,0,2017,29,258,6,4406,34,1,1,0,1,0,0,5,2,0,0,0,0,1,0,0,0,1,0
WH_106007,train,Rural,West,Zone 3,34146,28,2,3,19,1,2006,38,209,4,4926,62,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0
WH_106008,train,Rural,North,Zone 5,6071,5,3,8,24,0,2009,30,235,2,5362,48,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,1
WH_106009,train,Rural,South,Zone 5,44096,35,4,3,14,0,2004,25,139,3,5620,19,1,0,1,1,0,0,2,3,0,1,0,1,0,0,0,0,0,1
WH_106010,train,Rural,West,Zone 2,3127,0,0,3,18,3,2009,39,140,2,3408,25,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0
WH_106011,test,Rural,West,Zone 2,24078,19,2,3,12,0,2008,26,234,5,4086,65,1,1,1,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0
WH_106012,train,Rural,North,Zone 4,12128,9,1,5,26,1,2014,30,221,3,6000,34,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
WH_106013,train,Rural,North,Zone 6,13099,10,2,1,28,5,2009,26,260,2,3142,20,1,0,0,1,0,1,5,3,0,1,0,0,0,0,0,0,0,0
WH_106014,test,Rural,North,Zone 6,45127,34,4,7,6,0,2004,43,84,2,2686,63,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
WH_106015,train,Rural,West,Zone 5,34129,25,2,3,14,1,2008,31,229,2,6833,26,1,1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1
WH_106016,train,Rural,North,Zone 1,32105,25,6,0,3,2,2009,45,208,3,4497,58,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0
WH_106017,train,Rural,North,Zone 6,46107,35,3,8,28,0,2003,31,258,2,3896,57,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0
WH_106018,train,Rural,West,Zone 4,14097,0,0,3,11,0,2022,29,228,3,3471,42,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0
WH_106019,train,Rural,West,Zone 4,15095,11,4,7,11,0,2016,28,79,5,4717,53,1,1,0,1,0,0,4,2,0,0,0,0,1,0,0,0,1,0
WH_106020,test,Rural,South,Zone 6,23146,18,2,5,15,0,2009,33,191,2,6417,68,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
WH_106021,train,Rural,North,Zone 6,26067,22,4,7,13,0,1997,30,84,3,5418,65,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
WH_106022,train,Rural,West,Zone 4,37136,30,4,7,26,0,2000,21,199,3,4385,67,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,1,0
WH_106023,train,Rural,West,Zone 4,30109,24,5,2,26,0,2009,42,129,6,4352,46,1,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0
WH_106024,test,Rural,North,Zone 6,27122,20,4,4,13,2,2006,32,94,2,4950,31,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
WH_106025,train,Rural,North,Zone 5,7062,5,2,7,17,1,2009,21,99,4,4484,56,1,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,1
WH_106026,train,Rural,South,Zone 6,10060,9,2,5,29,2,2017,33,223,2,5038,44,1,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0
WH_106027,train,Rural,North,Zone 6,14081,10,6,8,28,4,2014,30,188,3,3832,38,1,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0
WH_106028,train,Rural,South,Zone 1,15083,13,5,8,21,1,2009,60,175,2,9235,33,1,0,0,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0
WH_106029,train,Urban,South,Zone 1,16094,14,6,0,21,0,2009,35,93,3,4607,69,0,0,0,0,0,1,3,1,1,1,0,1,0,1,0,0,0,0
WH_106030,train,Rural,North,Zone 3,39084,27,4,5,27,0,2003,44,204,2,4997,42,1,1,0,1,0,0,5,2,0,0,0,0,0,0,0,1,0,0
WH_106031,train,Rural,North,Zone 5,19100,14,5,3,24,5,2009,30,94,4,4786,34,1,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1
WH_106032,train,Rural,West,Zone 2,12063,10,1,8,18,0,2020,30,74,4,4745,37,1,0,0,0,0,0,3,2,0,1,0,0,1,0,1,0,0,0
WH_106033,train,Rural,West,Zone 6,31127,24,3,8,23,0,2009,22,209,5,2359,32,1,1,0,0,0,1,5,3,0,1,0,0,1,0,0,0,0,0
WH_106034,train,Rural,North,Zone 5,23076,19,3,2,17,0,2009,28,121,3,5728,32,1,1,0,0,0,1,3,3,0,1,0,0,0,0,0,0,0,1
WH_106035,test,Rural,North,Zone 4,39104,30,5,4,26,0,2000,37,186,6,3622,59,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
WH_106036,train,Urban,South,Zone 2,22143,18,4,7,1,0,2010,44,210,2,4593,67,1,0,0,1,0,0,3,2,1,0,0,1,0,0,1,0,0,0
WH_106037,train,Rural,North,Zone 6,44092,34,3,0,28,0,2009,24,128,2,5879,24,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0
WH_106038,train,Rural,South,Zone 6,12151,9,3,1,9,0,2009,19,123,2,3888,61,0,0,0,0,0,1,5,1,0,1,0,1,0,0,0,0,0,0
WH_106039,test,Rural,West,Zone 2,46146,34,2,6,12,0,1997,31,268,5,5794,21,1,0,1,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0
WH_106040,train,Rural,West,Zone 1,9144,7,2,5,30,0,2019,20,133,6,2944,23,0,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,0,0
WH_106041,train,Urban,South,Zone 3,43061,32,5,6,27,0,1997,33,101,3,4751,18,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,1,0,0
