Ware_house_ID,zone,WH_regional_zone,product_wg_ton,recommended_product_wg_ton,difference_from_recorded_ton,split
WH_106679,West,Zone 6,21100,21371.28381202905,271.28381202905075,train
WH_106680,North,Zone 6,25133,23514.206338177457,-1618.793661822543,train
WH_106681,West,Zone 6,41130,41769.552658481654,639.5526584816544,train
WH_106682,South,Zone 5,5065,4932.1197862724875,-132.88021372751246,train
WH_106683,South,Zone 2,26056,27129.796586648987,1073.7965866489867,train
WH_106684,West,Zone 3,20115,19433.92564862866,-681.0743513713387,train
WH_106685,North,Zone 2,5146,6887.39483799295,1741.3948379929498,test
WH_106686,East,Zone 6,19099,18612.160313447977,-486.8396865520226,train
WH_106687,North,Zone 6,31084,31773.688343556198,689.6883435561977,test
WH_106688,North,Zone 1,46063,46530.4907082134,467.4907082134014,test
WH_106689,South,Zone 6,26125,25915.27479816434,-209.7252018356594,test
WH_106690,North,Zone 3,27146,28301.007528688227,1155.0075286882275,train
WH_106691,North,Zone 3,4112,4803.965478245245,691.9654782452453,train
WH_106692,South,Zone 6,6086,6640.328194024034,554.328194024034,test
WH_106693,North,Zone 6,28076,28420.87726407938,344.87726407937953,train
WH_106694,West,Zone 4,15121,14886.491741949376,-234.50825805062414,train
WH_106695,West,Zone 2,44111,44095.184368545786,-15.815631454213872,train
WH_106696,West,Zone 4,7134,7049.78053068581,-84.21946931419006,train
WH_106697,North,Zone 1,27142,26630.093050798747,-511.90694920125316,train
WH_106698,North,Zone 5,42125,42362.10650575981,237.1065057598098,train
WH_106699,North,Zone 1,39070,38661.65338744986,-408.3466125501436,train
WH_106700,West,Zone 4,26142,26764.02974246892,622.0297424689197,test
WH_106701,North,Zone 5,48085,47618.85496811152,-466.14503188848175,train
WH_106702,South,Zone 1,33081,32441.044829553335,-639.9551704466649,train
WH_106703,South,Zone 5,9120,9062.721624229836,-57.27837577016362,test
WH_106704,North,Zone 6,5137,3884.378434889528,-1252.6215651104721,train
WH_106705,North,Zone 6,40099,39936.0034717416,-162.99652825840167,test
WH_106706,West,Zone 3,25148,25495.678554272497,347.6785542724974,test
WH_106707,North,Zone 5,6148,5532.848259412283,-615.1517405877166,train
WH_106708,North,Zone 6,20108,19118.9087616723,-989.0912383276991,train
WH_106709,North,Zone 6,29129,28604.83939014588,-524.1606098541197,train
WH_106710,North,Zone 5,15061,15288.139114794989,227.13911479498893,train
WH_106711,South,Zone 6,29056,30134.721388082762,1078.7213880827621,train
WH_106712,South,Zone 1,23130,24054.633368045135,924.6333680451353,test
WH_106713,South,Zone 2,3081,3704.7665909921016,623.7665909921016,train
WH_106714,West,Zone 4,30087,30426.088002234377,339.0880022343772,train
WH_106715,North,Zone 6,16072,17088.07523669244,1016.0752366924389,test
WH_106716,South,Zone 5,13125,13181.110826395989,56.110826395988624,train
WH_106717,North,Zone 5,3096,3696.1776025839863,600.1776025839863,test
WH_106718,West,Zone 5,8140,7815.421576418274,-324.5784235817264,train
WH_106719,North,Zone 3,29080,29256.359696446423,176.3596964464232,train
WH_106720,South,Zone 4,21055,19994.820866899936,-1060.179133100064,train
WH_106721,South,Zone 6,17126,17617.397803685235,491.397803685235,train
WH_106722,East,Zone 6,26113,27074.893924698044,961.8939246980444,train
WH_106723,South,Zone 5,27083,26373.475426089266,-709.524573910734,train
WH_106724,West,Zone 3,22118,22653.382886360327,535.3828863603267,train
WH_106725,West,Zone 4,13103,12246.567784154397,-856.4322158456034,test
WH_106726,South,Zone 6,23151,21461.16664102203,-1689.8333589779686,test
WH_106727,North,Zone 6,5074,5799.9871384448725,725.9871384448725,train
WH_106728,North,Zone 3,32149,31335.84170452535,-813.1582954746482,train
WH_106729,South,Zone 6,5104,4956.173233793765,-147.82676620623533,train
WH_106730,North,Zone 6,16102,16692.13894110071,590.1389411007112,train
WH_106731,West,Zone 2,30120,30165.88751062604,45.88751062603842,train
WH_106732,North,Zone 1,39139,39720.7047798049,581.7047798049025,train
WH_106733,South,Zone 2,5091,5003.603553547648,-87.3964464523524,train
WH_106734,West,Zone 4,5124,7101.675193367981,1977.6751933679807,train
WH_106735,North,Zone 5,31080,30262.264444049368,-817.7355559506323,test
WH_106736,North,Zone 2,17087,16820.510303634223,-266.4896963657775,train
WH_106737,West,Zone 6,5065,6869.719330875068,1804.7193308750684,train
WH_106738,North,Zone 5,14147,13158.870331737766,-988.1296682622342,train
WH_106739,West,Zone 3,26076,25485.893469322502,-590.1065306774981,train
WH_106740,South,Zone 3,22139,21580.44003881675,-558.5599611832513,train
WH_106741,North,Zone 6,32116,32079.87783979289,-36.12216020710912,train
WH_106742,North,Zone 4,34110,33957.27082643234,-152.72917356766266,train
WH_106743,South,Zone 6,24099,24819.10522414534,720.1052241453399,train
WH_106744,North,Zone 6,38092,39089.28789204809,997.2878920480871,train
WH_106745,South,Zone 6,29144,27881.79731280749,-1262.2026871925118,train
WH_106746,North,Zone 3,17122,16419.112750546043,-702.8872494539573,train
WH_106747,North,Zone 6,7146,6609.4333128952185,-536.5666871047815,train
WH_106748,South,Zone 2,37147,36874.33190236848,-272.6680976315183,train
WH_106749,South,Zone 4,26133,27708.020052198528,1575.020052198528,train
WH_106750,North,Zone 6,6113,5988.25757214238,-124.74242785761999,train
WH_106751,North,Zone 4,42146,41509.360709336375,-636.6392906636247,train
WH_106752,West,Zone 6,13079,13406.21740066741,327.2174006674104,train
WH_106753,North,Zone 6,7139,6834.0393825015235,-304.9606174984765,test
WH_106754,West,Zone 5,25066,24310.417257799447,-755.5827422005532,train
WH_106755,North,Zone 5,24102,24608.97049610598,506.9704961059797,train
WH_106756,North,Zone 1,6100,5409.738417111057,-690.2615828889429,test
WH_106757,West,Zone 5,43099,42454.70489504379,-644.2951049562107,train
WH_106758,North,Zone 6,33078,30982.449364922904,-2095.5506350770956,train
WH_106759,West,Zone 6,18065,17802.79655821627,-262.20344178373125,train
WH_106760,North,Zone 5,34101,33951.00569456909,-149.99430543091148,test
WH_106761,North,Zone 3,27110,27459.896368242094,349.89636824209447,train
WH_106762,West,Zone 3,22098,22663.807627817052,565.807627817052,train
WH_106763,South,Zone 4,7130,7121.468805585606,-8.531194414394122,train
WH_106764,South,Zone 4,16136,16621.135671085874,485.1356710858745,train
WH_106765,South,Zone 6,15063,15410.636006937628,347.6360069376278,train
WH_106766,South,Zone 3,23098,21911.364220510106,-1186.635779489894,train
WH_106767,North,Zone 6,18119,17670.966601168457,-448.0333988315433,train
WH_106768,North,Zone 3,41105,42681.94174571807,1576.941745718068,train
WH_106769,West,Zone 6,28119,29564.15430975882,1445.1543097588183,test
WH_106770,South,Zone 2,18080,17873.837284676876,-206.16271532312385,train
WH_106771,East,Zone 5,34149,33974.66676503396,-174.33323496604135,train
WH_106772,North,Zone 5,23100,24358.928664001574,1258.9286640015744,train
WH_106773,West,Zone 6,9067,8812.047158760835,-254.95284123916463,train
WH_106774,South,Zone 5,29104,29233.055300941025,129.05530094102505,train
WH_106775,West,Zone 1,26107,24647.48932860412,-1459.5106713958812,test
WH_106776,West,Zone 6,20100,21916.035259866356,1816.0352598663558,train
WH_106777,South,Zone 6,27111,28635.537897647067,1524.5378976470674,test
WH_106778,North,Zone 1,5097,5151.738094402779,54.7380944027791,train
WH_106779,North,Zone 6,24078,24877.47563658859,799.4756365885914,test
WH_106780,South,Zone 6,35058,33932.477735132365,-1125.5222648676354,train
WH_106781,West,Zone 2,26099,25696.830644937494,-402.16935506250593,test
WH_106782,South,Zone 2,22114,21872.468873372352,-241.5311266276476,train
WH_106783,West,Zone 6,5067,5422.240574781343,355.24057478134273,train
WH_106784,North,Zone 1,34122,33425.10308057349,-696.8969194265082,train
WH_106785,South,Zone 1,7103,5863.259378531762,-1239.7406214682378,train
WH_106786,West,Zone 6,7105,6884.441237253681,-220.5587627463192,train
WH_106787,South,Zone 2,42121,42708.6533382648,587.6533382647976,train
WH_106788,North,Zone 2,18094,18650.78894115088,556.7889411508804,train
WH_106789,North,Zone 3,22134,22530.286049798695,396.2860497986949,train
WH_106790,West,Zone 6,46137,46200.9282109127,63.928210912701616,test
WH_106791,North,Zone 4,25131,27019.387567752674,1888.387567752674,train
WH_106792,West,Zone 4,5066,5485.086120669286,419.0861206692862,train
WH_106793,North,Zone 6,31107,30663.91312871103,-443.08687128897145,train
WH_106794,North,Zone 5,15066,15182.015651016925,116.0156510169254,train
WH_106795,North,Zone 5,19148,18685.54789510605,-462.4521048939496,train
WH_106796,West,Zone 3,44151,45320.20316874953,1169.2031687495328,train
WH_106797,West,Zone 6,14108,14445.009487256699,337.0094872566988,train
WH_106798,West,Zone 4,6086,6005.552132698898,-80.44786730110172,train
WH_106799,West,Zone 3,28069,29292.14909904688,1223.149099046881,train
WH_106800,West,Zone 3,14065,14806.353910768838,741.3539107688375,train
WH_106801,West,Zone 5,12111,11587.640749556516,-523.3592504434837,train
WH_106802,West,Zone 6,31073,30226.68352701632,-846.316472983679,train
WH_106803,West,Zone 5,29106,31011.317634059807,1905.3176340598075,test
WH_106804,West,Zone 5,21136,21197.15173089492,61.15173089491873,train
WH_106805,South,Zone 3,11085,11717.820819593586,632.8208195935858,train
WH_106806,North,Zone 5,5132,5814.77681241973,682.77681241973,train
WH_106807,South,Zone 6,26074,25932.137115813162,-141.86288418683762,train
WH_106808,South,Zone 6,21092,21572.439897758006,480.4398977580058,test
WH_106809,South,Zone 4,42090,42762.93411063218,672.9341106321808,train
WH_106810,North,Zone 2,11055,11054.24855079079,-0.7514492092104774,train
WH_106811,South,Zone 6,25123,24015.706298724715,-1107.2937012752845,train
WH_106812,North,Zone 5,21063,22326.39087365794,1263.3908736579397,train
WH_106813,West,Zone 4,16056,16474.15371424776,418.15371424776094,train
WH_106814,South,Zone 2,40149,39940.558651048676,-208.44134895132447,test
WH_106815,South,Zone 4,20142,20826.0418501354,684.0418501353997,test
WH_106816,West,Zone 5,8110,9106.85336368245,996.8533636824504,train
WH_106817,West,Zone 3,26077,27143.115407110377,1066.1154071103774,train
WH_106818,South,Zone 3,19138,18717.593553321043,-420.40644667895685,train
WH_106819,West,Zone 5,15121,16305.643698218992,1184.6436982189916,train
WH_106820,South,Zone 3,20149,18549.129343804452,-1599.8706561955478,train
WH_106821,West,Zone 6,39104,40007.990586417465,903.9905864174652,train
WH_106822,North,Zone 5,6107,6755.881676507623,648.8816765076226,train
WH_106823,North,Zone 4,5069,5045.173722923821,-23.826277076179394,train
WH_106824,North,Zone 6,13114,12243.652906146097,-870.3470938539031,test
WH_106825,North,Zone 6,8110,8039.478188095589,-70.52181190441115,train
WH_106826,South,Zone 3,31093,31954.603286996473,861.6032869964729,train
WH_106827,West,Zone 5,30060,31158.399861053214,1098.3998610532144,train
WH_106828,North,Zone 6,15133,15443.188842377382,310.18884237738166,train
WH_106829,North,Zone 6,25057,26881.55797574124,1824.5579757412415,train
WH_106830,North,Zone 6,32146,32080.696525807827,-65.30347419217287,test
WH_106831,South,Zone 3,30143,30870.043580185036,727.0435801850363,train
WH_106832,West,Zone 5,43067,41288.70548394127,-1778.2945160587333,train
WH_106833,North,Zone 2,12145,12749.728600656481,604.7286006564809,train
WH_106834,West,Zone 6,31142,31493.951274960607,351.9512749606074,train
WH_106835,North,Zone 6,36088,36883.51004576545,795.510045765448,train
WH_106836,North,Zone 6,10081,10646.86725447401,565.8672544740093,train
WH_106837,South,Zone 2,6072,6622.635731865463,550.6357318654627,train
WH_106838,North,Zone 6,29099,30159.827536457728,1060.8275364577275,train
WH_106839,West,Zone 4,13126,13579.29145006062,453.29145006062026,train
WH_106840,North,Zone 1,31111,32151.83456682715,1040.8345668271504,train
WH_106841,North,Zone 4,26147,26379.63287866774,232.63287866774044,train
WH_106842,South,Zone 2,36101,37102.337885071756,1001.3378850717563,test
WH_106843,North,Zone 6,22114,21602.91607579223,-511.0839242077709,train
WH_106844,East,Zone 4,40071,40739.455192721,668.4551927209977,train
WH_106845,North,Zone 6,6114,6298.977225902016,184.97722590201556,train
WH_106846,South,Zone 6,7132,7027.722729342879,-104.27727065712133,test
WH_106847,North,Zone 1,12107,11715.4728137215,-391.52718627849936,test
WH_106848,West,Zone 4,34100,35062.65754287055,962.6575428705473,train
WH_106849,West,Zone 1,27079,25801.053955736927,-1277.9460442630734,train
WH_106850,North,Zone 5,3106,3316.9769254773564,210.97692547735642,train
WH_106851,North,Zone 3,17056,17126.570453998003,70.57045399800336,train
WH_106852,North,Zone 6,12109,12125.862079342132,16.862079342132347,train
WH_106853,South,Zone 1,12145,12145.847429979627,0.8474299796271225,train
WH_106854,North,Zone 6,39131,38905.07893112236,-225.92106887763657,train
WH_106855,West,Zone 4,6093,6782.431167805324,689.4311678053236,train
WH_106856,West,Zone 4,5108,5842.590804265958,734.5908042659576,train
WH_106857,West,Zone 5,27130,27074.234889886568,-55.765110113432456,train
WH_106858,South,Zone 2,27073,26258.45884668846,-814.5411533115403,train
WH_106859,North,Zone 5,42118,40776.84007054745,-1341.1599294525513,train
WH_106860,North,Zone 6,18064,18140.24571240389,76.24571240388832,train
WH_106861,West,Zone 3,7139,6604.74111021954,-534.2588897804599,train
WH_106862,North,Zone 6,5138,4924.989434651205,-213.01056534879535,train
WH_106863,North,Zone 6,20143,20371.998364855182,228.99836485518244,train
WH_106864,South,Zone 2,6115,5784.044597176631,-330.9554028233688,train
WH_106865,North,Zone 1,45121,45370.28297828455,249.28297828455106,test
WH_106866,West,Zone 4,50108,49909.25488361542,-198.74511638458353,train
WH_106867,South,Zone 1,15129,15889.659484578024,760.6594845780237,train
WH_106868,North,Zone 6,6058,6701.451229870296,643.4512298702957,test
WH_106869,North,Zone 5,26065,26660.398617783336,595.3986177833358,train
WH_106870,South,Zone 1,7084,7102.920236768081,18.92023676808094,train
WH_106871,South,Zone 5,28059,27921.769938214828,-137.23006178517244,test
WH_106872,North,Zone 1,6116,7033.1311653458615,917.1311653458615,train
WH_106873,West,Zone 4,45144,43964.76138805242,-1179.2386119475777,train
WH_106874,West,Zone 6,7129,7390.515905331869,261.51590533186936,test
WH_106875,West,Zone 4,32116,31537.65728207679,-578.3427179232094,train
WH_106876,North,Zone 2,20142,19694.413069447895,-447.5869305521046,train
WH_106877,South,Zone 2,7085,6665.307259671634,-419.6927403283662,train
WH_106878,North,Zone 5,13056,12933.009964078134,-122.99003592186637,test
WH_106879,North,Zone 4,9114,9103.163858886533,-10.83614111346651,train
WH_106880,South,Zone 5,12137,12073.088134550302,-63.91186544969787,test
WH_106881,South,Zone 6,34072,33075.22070504043,-996.7792949595678,train
WH_106882,West,Zone 6,33129,33470.863542626284,341.86354262628447,train
WH_106883,South,Zone 3,30064,30332.28291473006,268.28291473006175,train
WH_106884,South,Zone 4,18064,17601.35979190004,-462.64020809996146,train
WH_106885,North,Zone 6,9110,9549.401538435366,439.4015384353661,test
WH_106886,West,Zone 3,13095,12851.088386805239,-243.91161319476123,train
WH_106887,North,Zone 6,24144,23483.47089593139,-660.5291040686097,test
WH_106888,West,Zone 4,5113,6920.475225637783,1807.4752256377833,test
WH_106889,West,Zone 2,25142,24789.87099118324,-352.12900881675887,train
WH_106890,West,Zone 6,31114,31649.00956591742,535.0095659174185,train
WH_106891,West,Zone 1,27069,26801.60533449365,-267.39466550634825,test
WH_106892,West,Zone 4,7095,7380.287247538532,285.28724753853203,test
WH_106893,West,Zone 4,16099,16452.769580853306,353.76958085330625,train
WH_106894,North,Zone 6,23106,24136.101384564674,1030.101384564674,train
WH_106895,West,Zone 6,27103,26238.17453479214,-864.8254652078613,train
WH_106896,East,Zone 3,12108,12325.484424102506,217.48442410250573,train
WH_106897,North,Zone 2,3112,3275.0975131353225,163.09751313532252,train
WH_106898,North,Zone 6,8105,8092.418925422424,-12.581074577576146,train
WH_106899,North,Zone 5,23055,23515.757516105044,460.7575161050445,train
WH_106900,North,Zone 5,28101,27898.97754694539,-202.0224530546111,train
WH_106901,North,Zone 6,33114,35050.77136580001,1936.7713658000066,train
WH_106902,North,Zone 3,21088,22014.28242672181,926.2824267218093,train
WH_106903,West,Zone 1,16059,16492.258163153234,433.2581631532339,train
WH_106904,North,Zone 4,34137,33981.89138331169,-155.10861668831058,test
WH_106905,North,Zone 6,20138,19840.169813550358,-297.8301864496425,train
WH_106906,North,Zone 4,14133,14550.294140667766,417.29414066776553,test
WH_106907,West,Zone 6,24082,24617.52768129397,535.5276812939701,train
WH_106908,South,Zone 4,16062,15610.455028512582,-451.54497148741757,train
WH_106909,South,Zone 6,43113,42950.017369103196,-162.98263089680404,test
WH_106910,North,Zone 6,46133,46896.772117603185,763.7721176031846,train
WH_106911,South,Zone 5,26148,28758.94693056023,2610.946930560229,train
WH_106912,West,Zone 6,20137,20519.31986980143,382.3198698014312,train
WH_106913,West,Zone 3,5099,3727.455075705864,-1371.5449242941359,test
WH_106914,West,Zone 5,24067,24619.793209730044,552.7932097300436,train
WH_106915,North,Zone 4,41102,40756.8132757703,-345.1867242297012,train
WH_106916,West,Zone 6,25058,23307.582007831337,-1750.4179921686627,train
WH_106917,North,Zone 5,22080,22691.916751386576,611.9167513865759,train
WH_106918,South,Zone 3,37119,36132.13028819915,-986.8697118008495,train
WH_106919,North,Zone 6,37146,37549.195712119974,403.1957121199739,test
WH_106920,North,Zone 6,13085,12862.462433778695,-222.5375662213046,train
WH_106921,North,Zone 5,19144,19601.736008408538,457.7360084085376,test
WH_106922,West,Zone 5,20103,19429.924295869678,-673.0757041303223,train
WH_106923,West,Zone 6,30123,30575.00748937935,452.00748937934986,train
WH_106924,West,Zone 4,25120,26070.979685280472,950.979685280472,train
WH_106925,East,Zone 6,39072,38904.894231992876,-167.10576800712442,test
WH_106926,South,Zone 4,20058,20920.636513167603,862.636513167603,train
WH_106927,North,Zone 3,29143,29124.585382987825,-18.41461701217486,train
WH_106928,North,Zone 2,23114,24246.302794106337,1132.3027941063374,train
WH_106929,West,Zone 4,15150,15085.325911130098,-64.67408886990233,train
WH_106930,South,Zone 5,27146,26257.385877844943,-888.614122155057,test
WH_106931,West,Zone 3,47140,47543.38395320908,403.38395320907875,train
WH_106932,North,Zone 6,8144,8087.476315627102,-56.52368437289806,train
WH_106933,West,Zone 5,27095,25413.233122396065,-1681.7668776039354,train
WH_106934,West,Zone 6,43113,44126.34629796939,1013.3462979693868,train
WH_106935,North,Zone 6,33097,32348.10479108836,-748.8952089116392,train
WH_106936,West,Zone 4,31151,30200.866740009922,-950.1332599900779,train
WH_106937,South,Zone 2,42138,41310.97813385296,-827.0218661470426,train
WH_106938,North,Zone 4,5059,5810.04361168684,751.0436116868404,train
WH_106939,West,Zone 5,11062,12056.272623542991,994.2726235429909,train
WH_106940,West,Zone 4,6105,6206.0114009186345,101.01140091863454,train
WH_106941,South,Zone 2,29150,28678.478264057638,-471.5217359423623,train
WH_106942,North,Zone 6,6067,5955.07030783084,-111.92969216916026,train
WH_106943,North,Zone 6,28129,27850.030370961198,-278.96962903880194,train
WH_106944,North,Zone 6,30151,29375.18620257861,-775.8137974213896,train
WH_106945,North,Zone 6,36116,35974.30727503606,-141.69272496394115,train
WH_106946,North,Zone 5,19115,19959.78874251801,844.7887425180088,test
WH_106947,West,Zone 2,35113,34883.151560104896,-229.8484398951041,train
WH_106948,West,Zone 4,6128,6432.062484065431,304.0624840654309,test
WH_106949,North,Zone 6,21098,20481.523807290003,-616.4761927099971,train
WH_106950,West,Zone 6,20130,20844.580288896563,714.5802888965627,test
WH_106951,South,Zone 4,26128,26637.27392611216,509.27392611216055,test
WH_106952,North,Zone 5,49118,48680.023430631234,-437.9765693687659,test
WH_106953,South,Zone 6,31109,29802.79491438305,-1306.2050856169517,train
WH_106954,North,Zone 6,30124,30267.95855592418,143.95855592417865,train
WH_106955,North,Zone 6,22134,21956.35542827091,-177.6445717290917,train
WH_106956,North,Zone 1,23095,23218.629439689263,123.62943968926265,train
WH_106957,West,Zone 2,6151,5528.475278765833,-622.5247212341674,train
WH_106958,South,Zone 5,46150,46239.46284428124,89.46284428123909,train
WH_106959,North,Zone 1,7078,6891.176720527457,-186.8232794725427,train
WH_106960,North,Zone 6,23089,23383.13322470049,294.13322470049025,train
WH_106961,North,Zone 6,7060,7537.587505721225,477.58750572122517,train
WH_106962,South,Zone 5,9102,8365.321512335311,-736.6784876646889,train
WH_106963,West,Zone 6,36067,33813.57817873793,-2253.421821262069,train
WH_106964,South,Zone 2,16067,16748.592225455704,681.5922254557045,test
WH_106965,West,Zone 3,30093,29345.869819000676,-747.1301809993238,train
WH_106966,North,Zone 6,49069,49125.84597437004,56.845974370036856,train
WH_106967,East,Zone 4,15100,14775.877988586904,-324.1220114130956,train
WH_106968,North,Zone 3,23073,22592.431229967904,-480.5687700320959,train
WH_106969,West,Zone 4,14083,14349.138228209767,266.1382282097675,train
WH_106970,West,Zone 6,18108,17603.042020554778,-504.957979445222,train
WH_106971,West,Zone 4,8142,7189.230262513784,-952.7697374862164,train
WH_106972,South,Zone 4,19126,18245.23226567976,-880.7677343202413,train
WH_106973,West,Zone 6,19106,19374.398948375125,268.39894837512475,train
WH_106974,South,Zone 4,15105,14641.449297077294,-463.5507029227065,test
WH_106975,North,Zone 4,24125,23245.4171730385,-879.5828269615013,train
WH_106976,North,Zone 3,28089,29019.14880817588,930.1488081758798,train
WH_106977,West,Zone 4,6126,5812.133952550528,-313.8660474494718,test
WH_106978,North,Zone 6,18081,18377.380325729104,296.3803257291038,test
WH_106979,North,Zone 6,18118,18672.807271586877,554.8072715868766,train
WH_106980,South,Zone 3,13140,11910.950988244698,-1229.0490117553018,train
WH_106981,South,Zone 6,21149,21129.03430371108,-19.9656962889203,train
WH_106982,North,Zone 4,31110,30004.33803010058,-1105.6619698994182,train
WH_106983,South,Zone 2,40147,39940.53011986088,-206.4698801391205,test
WH_106984,West,Zone 3,32068,31017.538266595213,-1050.461733404787,train
WH_106985,West,Zone 6,5087,5817.8327661277635,730.8327661277635,train
WH_106986,South,Zone 5,39099,38111.82208297164,-987.1779170283626,train
WH_106987,South,Zone 5,16091,14631.040635530711,-1459.9593644692886,test
WH_106988,West,Zone 6,27111,27980.05795003095,869.0579500309505,train
WH_106989,West,Zone 1,29058,28431.0510772818,-626.9489227181984,train
WH_106990,North,Zone 5,7140,6634.394789330741,-505.60521066925867,train
WH_106991,West,Zone 1,27106,25615.03855519525,-1490.9614448047505,train
WH_106992,West,Zone 5,33097,31943.737958892252,-1153.2620411077478,train
WH_106993,North,Zone 6,6136,6647.790995477151,511.7909954771512,train
WH_106994,North,Zone 5,10103,9649.028218922756,-453.9717810772436,train
WH_106995,North,Zone 6,25074,26709.771707915195,1635.7717079151953,train
WH_106996,South,Zone 6,25060,26088.60962367901,1028.6096236790108,train
WH_106997,West,Zone 6,12150,11898.077064573914,-251.92293542608604,train
WH_106998,North,Zone 6,27131,28383.453937273356,1252.4539372733561,train
WH_106999,West,Zone 4,6060,5522.723079132422,-537.2769208675782,train
WH_107000,South,Zone 4,42083,41338.39546552435,-744.6045344756494,train
WH_107001,South,Zone 1,15136,14989.80579039245,-146.19420960755087,train
WH_107002,North,Zone 6,24115,23708.216357227062,-406.78364277293804,train
WH_107003,West,Zone 3,30129,31922.56959698931,1793.5695969893095,test
WH_107004,West,Zone 4,21064,21375.90454099533,311.9045409953287,train
WH_107005,South,Zone 6,14097,14056.817228507316,-40.18277149268397,train
WH_107006,North,Zone 5,22092,21838.68436585002,-253.31563414998163,train
WH_107007,North,Zone 5,6110,5786.300349594314,-323.69965040568604,test
WH_107008,North,Zone 6,32065,32894.63520704047,829.6352070404682,train
WH_107009,North,Zone 6,46108,46235.43100157098,127.43100157097797,train
WH_107010,North,Zone 6,7095,7192.793496323135,97.7934963231346,train
WH_107011,North,Zone 5,20106,20394.12373296993,288.1237329699288,train
WH_107012,West,Zone 6,20093,19639.296708817143,-453.70329118285736,train
WH_107013,North,Zone 6,21101,21723.03149276592,622.0314927659201,train
WH_107014,North,Zone 5,7148,7042.2313403974895,-105.76865960251052,train
WH_107015,West,Zone 4,13133,12528.83118512403,-604.1688148759695,train
WH_107016,North,Zone 6,20134,21061.06069086552,927.0606908655209,train
WH_107017,South,Zone 5,39113,38739.81678476551,-373.18321523448685,train
WH_107018,West,Zone 4,32066,32074.690631795856,8.690631795856461,train
WH_107019,South,Zone 2,19057,18477.795367146366,-579.2046328536344,train
WH_107020,West,Zone 4,31092,31769.188276851004,677.188276851004,train
WH_107021,South,Zone 1,21110,21275.622834296977,165.6228342969771,train
WH_107022,South,Zone 2,8113,7431.593574408904,-681.4064255910962,train
WH_107023,North,Zone 5,28139,28429.787738932948,290.78773893294783,train
WH_107024,North,Zone 6,27069,26254.76806747146,-814.2319325285389,train
WH_107025,North,Zone 6,6133,6007.320934499256,-125.6790655007444,train
WH_107026,South,Zone 3,20125,20404.37228601866,279.3722860186608,train
WH_107027,East,Zone 3,32091,31323.08648147929,-767.9135185207087,train
WH_107028,North,Zone 4,8069,8309.82471237076,240.8247123707606,train
WH_107029,West,Zone 5,48077,47356.47413261498,-720.5258673850185,test
WH_107030,North,Zone 6,33135,34050.684788365696,915.6847883656956,train
WH_107031,West,Zone 5,18127,18455.56518494382,328.5651849438218,train
WH_107032,West,Zone 6,21147,22105.146598183066,958.1465981830661,train
WH_107033,North,Zone 3,13121,12342.838881402487,-778.1611185975125,train
WH_107034,East,Zone 4,32074,32286.374448752627,212.37444875262736,train
WH_107035,North,Zone 4,27063,26936.143688405453,-126.85631159454715,train
WH_107036,West,Zone 3,23063,22652.195790292786,-410.8042097072139,train
WH_107037,West,Zone 6,6145,6754.886565114517,609.886565114517,train
WH_107038,South,Zone 4,32090,31206.85217034234,-883.1478296576606,train
WH_107039,West,Zone 4,29126,29569.544746388026,443.5447463880264,train
WH_107040,South,Zone 6,25143,25511.112299248085,368.11229924808504,train
WH_107041,West,Zone 3,13095,12639.82976752,-455.1702324800008,train
WH_107042,West,Zone 4,24133,22703.949779745133,-1429.0502202548669,train
WH_107043,North,Zone 6,23081,24149.94704571969,1068.9470457196912,train
WH_107044,South,Zone 1,51087,51730.069853395384,643.0698533953837,train
WH_107045,South,Zone 5,13117,13285.417755984196,168.41775598419554,train
WH_107046,West,Zone 2,20073,19572.487028610067,-500.5129713899332,test
WH_107047,North,Zone 6,18080,18709.603033680247,629.6030336802469,test
WH_107048,North,Zone 6,33058,31827.855761871506,-1230.1442381284942,test
WH_107049,North,Zone 4,27086,27063.704515213758,-22.295484786242014,test
WH_107050,West,Zone 4,7100,6431.080843904168,-668.9191560958316,train
WH_107051,West,Zone 6,20068,20524.708337988228,456.70833798822787,test
WH_107052,West,Zone 1,15137,16337.86054103736,1200.8605410373602,train
WH_107053,West,Zone 4,49063,48818.10394857172,-244.89605142828077,train
WH_107054,West,Zone 5,18098,17812.905456184824,-285.0945438151757,train
WH_107055,West,Zone 6,30085,30443.60818043646,358.6081804364585,train
WH_107056,West,Zone 6,5079,5114.884804944748,35.884804944747884,train
WH_107057,South,Zone 2,6131,5963.764106142826,-167.23589385717423,train
WH_107058,West,Zone 5,18087,17804.09016128029,-282.9098387197082,train
WH_107059,West,Zone 2,23065,23955.070229082074,890.0702290820736,train
WH_107060,North,Zone 3,21060,21827.411755091565,767.4117550915653,train
WH_107061,West,Zone 6,17074,17882.88567363505,808.8856736350499,train
WH_107062,North,Zone 3,29117,28844.914511390914,-272.0854886090856,train
WH_107063,North,Zone 6,12093,11912.491076245124,-180.50892375487638,train
WH_107064,West,Zone 5,13144,13307.473619841823,163.47361984182317,train
WH_107065,West,Zone 4,16093,15895.17280270959,-197.82719729040946,train
WH_107066,North,Zone 6,32091,31994.81894726579,-96.18105273420952,train
WH_107067,North,Zone 3,34078,34063.93149156395,-14.06850843605207,train
WH_107068,West,Zone 6,11092,10826.610706830283,-265.38929316971735,train
WH_107069,North,Zone 1,7129,6796.116790064289,-332.8832099357114,train
